Fechas,TEMP-EXT,TEMP-INT,HUM-INT,HUM-EXT
2017-04-03 17:25:30,41.58,40.75,36.91,32.81
2017-04-03 17:55:37,31.33,39.32,48.29,84.6
2017-04-03 18:25:44,33.51,37.03,49.39,59.69
2017-04-03 18:55:51,33.34,35.83,50.51,60.12
2017-04-03 19:25:58,34.19,35.91,50,58.12
2017-04-03 19:56:05,34.83,35.83,50.14,55.26
2017-04-03 20:26:12,34.02,35.67,52.4,58.29
2017-04-03 20:56:19,33.3,35.7,53.72,60.58
2017-04-03 21:26:36,33.56,35.58,52.69,58.82
2017-04-03 21:56:43,32.3,35.37,51.19,61.31
2017-04-03 22:26:51,33.68,35.24,57.99,56.94
2017-04-03 22:56:58,33.53,35.24,55.31,57.59
2017-04-03 23:27:05,33.44,35.21,60.2,56.16
2017-04-03 23:57:12,33.23,35.21,53.96,55.62
2017-04-04 00:27:19,33.33,35.14,59.49,54.75
2017-04-04 00:57:26,33.07,35.06,61.34,55.31
2017-04-04 01:27:33,32.78,35.03,62.43,55.97
2017-04-04 01:57:40,32.58,34.94,63.63,56.5
2017-04-04 02:27:47,32.24,34.77,61.63,58.36
2017-04-04 02:57:54,32.31,34.64,62.38,58.53
2017-04-04 03:28:01,32.13,34.52,61.52,59.13
2017-04-04 03:58:08,32.13,34.51,62.62,59.31
2017-04-04 04:28:15,31.86,34.44,63.37,60.07
2017-04-04 04:58:22,31.57,34.38,61.89,61.4
2017-04-04 05:28:29,31.49,34.25,60.97,62.24
2017-04-04 05:58:36,31.8,34.25,60.14,59.74
2017-04-04 06:28:43,31.94,34.29,65.65,61.16
2017-04-04 06:58:50,32.11,34.35,63.38,61.35
2017-04-04 07:28:57,32,34.35,59.34,62.29
2017-04-04 07:59:04,31.56,34.29,59.97,64.16
2017-04-04 08:29:12,32.18,34.25,61.35,62.67
2017-04-04 08:59:19,34.12,34.35,59.87,57.08
2017-04-04 09:29:25,35.52,34.55,57.62,52.57
2017-04-04 09:59:32,34.22,34.88,55.1,54.1
2017-04-04 10:29:40,35.3,35.08,53.29,50.64
2017-04-04 10:59:47,36.88,35.68,51.41,47.59
2017-04-04 11:29:54,39.77,37.67,46.57,39.86
2017-04-04 12:00:02,40.28,39.12,42.63,38.28
2017-04-04 12:30:09,41.96,39.42,42.17,35.1
2017-04-04 13:00:16,41.31,40.98,38.45,35.13
2017-04-04 13:30:23,42.26,39.99,43.14,31.81
2017-04-04 14:00:30,42.76,40.68,38.53,32.74
2017-04-04 14:30:37,44.43,41.35,37.22,28.94
2017-04-04 15:00:44,43.76,42.59,33.76,28.39
2017-04-04 15:30:51,43.56,41.54,34.05,28.96
2017-04-04 16:00:59,45.37,41.7,34.61,26.61
2017-04-04 16:31:06,45.02,42.48,32.95,26.11
2017-04-04 17:01:13,44.15,40.81,34.1,27.11
2017-04-04 17:31:20,40.94,41.21,40.14,39.59
2017-04-04 18:01:27,38.38,40.32,41.52,43.98
2017-04-04 18:31:34,37.19,38.8,42.93,45.77
2017-04-04 19:01:41,35.72,37.25,45.39,48.9
2017-04-04 19:31:48,35.51,36.63,46.29,49
2017-04-04 20:01:55,36.03,36.25,47.54,47.44
2017-04-04 20:32:03,36.28,36.03,48.78,46.98
2017-04-04 21:02:10,35.34,35.93,48.96,49.71
2017-04-04 21:32:17,34.28,35.7,48.86,52.2
2017-04-04 22:02:24,34.15,35.3,50.5,52.84
2017-04-04 22:32:31,34.59,35.11,49.86,50
2017-04-04 23:02:39,34.26,34.77,51.07,49.37
2017-04-04 23:32:46,33.66,34.36,52.65,51.35
2017-04-05 00:02:53,33.39,34.29,51.14,52.42
2017-04-05 00:33:00,33.23,33.99,51.66,53.05
2017-04-05 01:03:07,32.69,33.76,51.75,54.83
2017-04-05 01:33:15,32.31,33.61,53.43,56.14
2017-04-05 02:03:22,32.23,33.63,52.87,56.81
2017-04-05 02:33:29,32,33.69,53.02,57.85
2017-04-05 03:03:36,32.27,33.65,52.67,57.01
2017-04-05 03:33:43,32.21,33.61,53.19,57.3
2017-04-05 04:03:53,32.14,33.56,53.4,57.3
2017-04-05 04:34:00,31.92,33.59,54.28,58.34
2017-04-05 05:04:07,31.96,33.63,54.79,58.29
2017-04-05 05:34:14,31.76,33.52,54.8,59.43
2017-04-05 06:04:21,31.99,33.49,54.64,58.87
2017-04-05 06:34:28,31.96,33.45,58.85,58.87
2017-04-05 07:04:35,31.83,33.56,57.93,60.56
2017-04-05 07:34:42,32.37,33.75,54.69,59.49
2017-04-05 08:04:49,32.65,33.42,58.08,59.91
2017-04-05 08:34:56,34.35,33.53,60.32,55.53
2017-04-05 09:05:03,35.76,33.78,57.28,50
2017-04-05 09:35:10,36.35,34.78,53.36,47.56
2017-04-05 10:35:25,39.84,37.45,45.96,39.36
2017-04-05 11:05:32,41.55,38.24,44.8,35.1
2017-04-05 11:35:39,42.68,40.03,40.03,33.79
2017-04-05 12:05:46,44.25,40.36,37.98,30.37
2017-04-05 12:35:53,45.09,41.38,36.28,27.69
2017-04-05 13:06:00,45.39,42.25,34.33,28.01
2017-04-05 13:36:08,45.83,43.39,31.2,24.85
2017-04-05 14:06:15,45.83,42.8,32.14,24.49
2017-04-05 14:36:36,47.49,43.54,30.3,23.29
2017-04-05 15:06:43,47.25,43.28,30.84,22.05
2017-04-05 15:36:50,49.27,43.61,29.56,20.59
2017-04-05 16:06:57,50.47,44.07,28.22,19
2017-04-05 16:37:04,45.62,43.11,28.4,21.77
2017-04-05 17:07:12,43.8,43.11,32.62,29.41
2017-04-05 17:37:19,41.72,42.1,34.55,32.99
2017-04-05 18:07:26,39.56,41.06,36.7,37.34
2017-04-05 18:37:33,38.44,39.8,38.66,40.23
2017-04-05 19:07:40,36.67,38.63,41.56,44.34
2017-04-05 19:37:47,36.66,37.94,42.11,44.67
2017-04-05 20:07:54,36.64,37.21,45.7,49.64
2017-04-05 20:38:01,35.78,36.51,46.88,49.64
2017-04-05 21:08:08,35.54,36.15,47.95,49.15
2017-04-05 21:38:15,34.37,36.19,48.29,54.61
2017-04-05 22:08:22,35,36.04,48.29,52.88
2017-04-05 22:38:29,34.73,35.91,48.87,52.4
2017-04-05 23:08:36,35.16,35.91,48.66,51.17
2017-04-05 23:38:43,34.97,35.67,49.52,50.42
2017-04-06 00:08:52,34.64,35.67,49.96,50.83
2017-04-06 00:38:59,34.18,35.51,49.5,51.79
2017-04-06 01:09:06,34.08,35.31,59.13,51.71
2017-04-06 01:39:13,33.7,35.27,61.97,52.22
2017-04-06 02:09:20,33.57,35.3,49.78,52.3
2017-04-06 02:39:27,33.29,35.24,49.62,52.54
2017-04-06 03:09:34,33.24,35.04,53.71,52.64
2017-04-06 03:39:41,32.44,34.91,52.15,54.7
2017-04-06 04:09:48,31.87,34.75,53.37,56.26
2017-04-06 04:39:55,31.53,34.52,54.61,58.29
2017-04-06 05:10:02,32.45,34.54,56.71,55.84
2017-04-06 05:40:10,32.06,34.54,54.43,57.57
2017-04-06 06:10:17,32.66,34.54,60.18,55.44
2017-04-06 06:40:23,32.38,34.62,61.36,56.09
2017-04-06 07:10:30,32.9,34.58,52.55,55.6
2017-04-06 07:40:38,34.09,34.77,51.54,53.34
2017-04-06 08:10:44,35.2,34.85,51.85,51.25
2017-04-06 08:40:51,35.11,35.06,51.76,50.91
2017-04-06 09:10:58,38.02,35.27,52.16,43.93
2017-04-06 09:41:08,37.01,36.2,48.17,44.2
2017-04-06 10:11:16,39.92,37.21,45.8,37.51
2017-04-06 10:41:23,40.15,38.44,42.39,36.62
2017-04-06 11:11:30,39.81,39.04,40.48,36.69
2017-04-06 11:41:37,41.61,38.96,40.96,33.91
2017-04-06 12:11:44,40.09,39.56,40.38,35.9
2017-04-06 12:41:52,40.45,39.35,40.34,35.99
2017-04-06 13:11:59,40.33,38.76,41.18,36.5
2017-04-06 13:42:06,38.64,39.38,43.48,40.7
2017-04-06 14:12:13,39.47,39.58,40.48,39.17
2017-04-06 14:42:21,40.92,39.04,41.22,36.17
2017-04-06 15:12:28,41.15,40.19,39.33,35.3
2017-04-06 15:42:35,40.77,40.6,37.78,36.42
2017-04-06 16:12:42,36.64,40.19,40.2,46.73
2017-04-06 16:42:49,35.71,38.21,43.39,47.42
2017-04-06 17:12:56,34.56,37.7,43.17,49.73
2017-04-06 17:43:03,33.23,36.33,47.41,53.24
2017-04-06 18:13:10,32.95,35.96,46.13,54.27
2017-04-06 18:43:18,31.5,35.4,46.73,57.64
2017-04-06 19:13:25,32.58,34.87,50.47,54.12
2017-04-06 19:43:32,31.76,34.58,57.38,56.19
2017-04-06 20:13:39,31.62,34.34,55.05,57.01
2017-04-06 20:43:46,31.84,34.18,55.89,56.16
2017-04-06 21:13:53,32.1,34.13,55.43,55.5
2017-04-06 21:44:00,31.1,34.13,55.11,59.4
2017-04-06 22:14:07,32.21,34.18,56.32,56.57
2017-04-06 22:44:14,31.69,34.06,56.85,58.75
2017-04-06 23:14:21,31.7,34.09,60.36,58.82
2017-04-06 23:44:28,32.18,34.19,55.39,57.05
2017-04-07 00:14:35,32.06,34.21,55.39,57.18
2017-04-07 00:44:42,31.73,34.16,54.78,57.85
2017-04-07 01:14:49,31.56,33.98,56.14,57.97
2017-04-07 01:44:56,31.94,33.97,58.05,56.52
2017-04-07 02:15:06,32.18,34.02,58.07,55.48
2017-04-07 02:45:13,31.7,33.94,59.74,56.62
2017-04-07 03:15:20,31.96,33.97,58.41,55.53
2017-04-07 03:45:27,31.55,33.98,59.16,57.25
2017-04-07 04:15:34,31.5,33.92,60.65,59.35
2017-04-07 04:45:41,30.93,33.92,61.48,62.1
2017-04-07 05:15:48,31.11,33.88,59.29,60.43
2017-04-07 05:45:55,30.56,33.75,59.2,61.95
2017-04-07 06:16:02,30.76,33.62,62.17,61.55
2017-04-07 06:46:09,30.66,33.59,61.26,61.59
2017-04-07 07:16:16,31.13,33.56,56.4,60.12
2017-04-07 07:46:23,31.04,33.53,56.81,60.43
2017-04-07 08:16:30,31.05,33.58,58.27,60.51
2017-04-07 08:46:37,30.64,33.49,58.02,62.94
2017-04-07 09:16:44,30.71,33.45,61.88,62.15
2017-04-07 09:46:51,30.77,33.48,63.16,62.82
2017-04-07 10:16:58,30.93,33.51,65.32,62.6
2017-04-07 10:47:05,31.5,33.68,59.58,60.92
2017-04-07 11:17:12,31.6,33.74,57.36,59.16
2017-04-07 11:47:19,33.36,33.68,57.05,53.54
2017-04-07 12:17:25,32.6,33.74,55.81,53.29
2017-04-07 12:47:33,33.22,33.61,56.17,51.32
2017-04-07 13:17:40,33.91,33.72,54.51,49.3
2017-04-07 13:47:47,33.64,33.78,56.44,49.66
2017-04-07 14:17:54,35.52,33.89,53.09,46.19
2017-04-07 14:48:01,35.78,34.13,54.22,43.66
2017-04-07 15:18:08,35.19,34.65,51.59,44.17
2017-04-07 15:48:15,37.32,34.7,49.92,39.76
2017-04-07 16:18:22,37.34,35.2,48.15,39.02
2017-04-07 16:48:29,34.5,35.3,46.97,44.34
2017-04-07 17:18:36,34.72,35.08,50.78,43.83
2017-04-07 17:48:44,34.12,34.84,51.13,44.47
2017-04-07 18:18:51,31.94,34.52,61.37,49.22
2017-04-07 18:48:58,31.52,34.05,52.77,49.86
2017-04-07 19:19:05,30.57,33.74,60.62,52.54
2017-04-07 19:49:11,29.68,33.66,65.53,55.31
2017-04-07 20:19:18,29.89,33.45,63.02,54.9
2017-04-07 20:49:25,29.68,33.33,63.28,55.5
2017-04-07 21:19:32,30.05,33.13,62.38,54.05
2017-04-07 21:49:39,30.27,33.12,62.21,53.2
2017-04-07 22:19:46,30.4,33.2,66.48,51.96
2017-04-07 22:49:53,30.57,33.25,63.79,52.08
2017-04-07 23:20:00,31.13,33.35,65.94,50.3
2017-04-07 23:50:07,31.13,33.48,64.76,50.05
2017-04-08 00:20:14,31.14,33.56,61.97,49.86
2017-04-08 00:50:21,31.33,33.53,61.39,49.49
2017-04-08 01:20:28,31.36,33.65,65.72,49.54
2017-04-08 01:50:35,31.08,33.78,59.32,49.61
2017-04-08 02:20:42,30.91,33.82,64.27,50.15
2017-04-08 02:50:49,31.17,33.82,64.46,50.15
2017-04-08 03:20:56,30.93,33.71,62.54,50.96
2017-04-08 03:51:03,30.25,33.59,64.73,51.54
2017-04-08 04:21:10,30.73,33.46,63.04,50.56
2017-04-08 04:51:17,30.59,33.43,64.83,51
2017-04-08 05:21:24,30.57,33.43,63.79,51.05
2017-04-08 05:51:31,31.15,33.53,65.31,50.76
2017-04-08 06:21:38,30.6,33.53,63.19,50.27
2017-04-08 06:51:45,31.17,33.71,63.3,50.08
2017-04-08 07:21:52,31.52,33.69,59.18,48.83
2017-04-08 07:52:04,31.05,33.51,58.81,49.69
2017-04-08 08:22:11,31.92,33.27,57.55,47.49
2017-04-08 08:52:18,31.92,33.15,52.91,47.49
2017-04-08 09:22:25,32.4,33.1,61.15,46.04
2017-04-08 09:52:32,33.91,33.32,54.45,43.95
2017-04-08 10:22:39,34,33.68,56.6,42.97
2017-04-08 10:52:46,34.43,33.82,54.22,41.2
2017-04-08 11:22:53,35.95,33.95,52.13,39.86
2017-04-08 11:53:00,38.17,34.36,52.16,36.52
2017-04-08 12:23:08,39.23,34.88,49.85,35.1
2017-04-08 12:53:15,38.23,35.42,47.74,34.71
2017-04-08 13:23:22,38.64,35.9,46.72,35.15
2017-04-08 13:53:30,39.19,36.46,45.09,34.23
2017-04-08 14:23:37,38.82,36.45,44.94,34.3
2017-04-08 14:53:44,38.78,36.69,42.61,33.41
2017-04-08 15:23:51,38.13,36.52,43.26,34.55
2017-04-08 15:53:58,39.13,36.99,41.57,34.3
2017-04-08 16:24:05,38.75,37.11,42.48,33.93
2017-04-08 16:54:16,36.98,36.99,42.14,35.95
2017-04-08 17:24:23,38.3,37.36,39.39,33.81
2017-04-08 17:54:30,35.58,36.79,40.7,39.44
2017-04-08 18:24:38,34.16,35.93,42.5,41.49
2017-04-08 18:54:45,33.17,35.34,43.06,43.19
2017-04-08 19:24:52,32.51,34.74,49.41,44.96
2017-04-08 19:54:59,31.45,34.34,54.83,47.66
2017-04-08 20:25:07,31.28,33.88,51.19,47.73
2017-04-08 20:55:13,31.42,33.63,59.4,47.39
2017-04-08 21:25:22,31.17,33.49,55.64,48.22
2017-04-08 21:55:29,30.93,33.51,60.24,49.08
2017-04-08 22:25:36,30.71,33.33,56.22,49.42
2017-04-08 22:55:43,31.04,33.33,62.24,48.49
2017-04-08 23:25:50,30.91,33.42,58.03,48.27
2017-04-08 23:55:57,31.03,33.4,60.1,48
2017-04-09 00:26:04,30.8,33.32,60.24,48.39
2017-04-09 00:56:10,30.5,33.25,62.48,48.98
2017-04-09 01:26:17,30.39,33.12,59.72,49.12
2017-04-09 01:56:24,30.74,33.22,62.19,48.54
2017-04-09 02:26:32,30.84,33.33,61.35,47.98
2017-04-09 02:56:39,30.54,33.43,61.05,48.05
2017-04-09 03:26:46,30.59,33.35,61.01,48.76
2017-04-09 03:56:53,30.42,33.32,60.66,50.15
2017-04-09 04:27:00,29.98,33.23,61.48,50.74
2017-04-09 04:57:07,30.1,33.22,61.97,49.27
2017-04-09 05:27:14,29.7,33.32,64,50.39
2017-04-09 05:57:21,29.82,33.27,60.57,49.88
2017-04-09 06:27:28,29.61,33.32,66.73,50.91
2017-04-09 06:57:35,29.43,32.9,60.12,52.44
2017-04-09 07:27:43,29.44,32.5,56.91,51.93
2017-04-09 07:57:50,29.99,32.44,59.57,51.71
2017-04-09 08:27:57,32.54,32.59,60.7,46.8
2017-04-09 08:58:03,33.73,32.87,54.39,45.55
2017-04-09 09:28:10,36.18,33.39,52.85,41.32
2017-04-09 09:58:18,37.48,33.89,52.31,38.92
2017-04-09 10:28:25,39.12,34.7,50.94,36.57
2017-04-09 10:58:32,38.86,35.93,46.71,36.39
2017-04-09 11:28:39,42.59,36.93,43.84,31.04
2017-04-09 11:58:46,41.03,38.83,38.53,31.74
2017-04-09 12:28:54,40.73,38.8,37.55,31.39
2017-04-09 12:59:01,42.27,39.09,36.35,28.94
2017-04-09 13:29:08,42.37,39.66,35.35,27.44
2017-04-09 13:59:15,38.54,39.79,43.66,47.59
2017-04-09 14:29:22,40.46,37.83,43.3,38.47
2017-04-09 14:59:29,42.05,38.4,37.51,30.32
2017-04-09 15:29:36,44.94,40.02,35.5,26.89
2017-04-09 15:59:43,44.58,41.54,32.11,26.41
2017-04-09 16:29:50,39.92,40.25,34.11,32.16
2017-04-09 16:59:57,37.46,37.81,37.74,35.57
2017-04-09 17:30:04,37.22,36.74,39.33,36.24
2017-04-09 18:00:12,35.89,36.27,39.69,38.08
2017-04-09 18:30:19,34.55,35.57,43.09,40.01
2017-04-09 19:00:26,32.8,34.95,41.87,43.31
2017-04-09 19:30:33,32.37,34.18,47.26,43.41
2017-04-09 20:00:40,31.8,33.92,57.16,44.44
2017-04-09 20:30:47,31.65,33.82,60.06,43.81
2017-04-09 21:00:54,32.03,33.63,58.84,42.97
2017-04-09 21:31:01,32.03,33.62,56.92,42.7
2017-04-09 22:01:09,31.57,33.62,61.08,44
2017-04-09 22:31:16,32.21,33.79,57.51,43.36
2017-04-09 23:01:23,31.9,33.89,56.05,50.13
2017-04-09 23:31:30,31.8,33.98,57.18,50.59
2017-04-10 00:01:37,31.73,34.15,59.54,51.17
2017-04-10 00:31:44,31.6,34.22,59.77,51.47
2017-04-10 01:01:51,31.67,34.21,55.48,50.42
2017-04-10 01:31:58,31.92,34.13,59.61,49.86
2017-04-10 02:02:05,31.69,33.98,62.97,47.27
2017-04-10 02:32:12,31.33,33.98,62.08,46.6
2017-04-10 03:02:19,30.8,33.78,61.03,47.63
2017-04-10 03:32:26,30.49,33.63,62.64,48.59
2017-04-10 04:02:33,30.02,33.4,62.77,50.1
2017-04-10 04:32:40,29.82,33.23,64.04,50.81
2017-04-10 05:02:47,29.51,33.19,64.51,51.1
2017-04-10 05:32:54,29.56,33.16,65.39,50.27
2017-04-10 06:03:01,29.23,32.93,60.6,50.88
2017-04-10 06:33:08,29,32.9,63.61,51.49
2017-04-10 07:03:15,29.12,32.6,61.76,51.88
2017-04-10 07:33:22,29.6,32.42,61.66,50.42
2017-04-10 08:03:28,30.64,32.57,66.97,48.54
2017-04-10 08:33:35,32.43,32.8,63.41,45.13
2017-04-10 09:03:42,35.4,33.2,55.59,39.88
2017-04-10 09:33:49,36.32,33.71,62.66,38.67
2017-04-10 10:03:56,38.42,34.28,51.69,34.41
2017-04-10 10:34:03,38.23,34.9,48.43,35.3
2017-04-10 11:04:10,40.23,35.86,44.58,30.92
2017-04-10 11:34:18,42.27,36.75,41.53,27.89
2017-04-10 12:04:25,43.86,37.81,38.28,25.58
2017-04-10 12:34:33,43.77,38.6,35.59,23.01
2017-04-10 13:04:40,43.3,39.29,31.97,23.01
2017-04-10 13:34:47,44.42,38.43,33.49,21.63
2017-04-10 14:04:54,41.92,39.1,31.23,22.33
2017-04-10 14:35:01,44.46,39.03,30.45,19.73
2017-04-10 15:05:08,44.58,40.32,27.91,19.32
2017-04-10 15:35:16,46.16,40.81,26.74,17.68
2017-04-10 16:05:24,44.87,40.42,27.67,19.42
2017-04-10 16:35:31,42.81,40.25,29.8,23.16
2017-04-10 17:05:37,40.93,38.56,31.4,25.43
2017-04-10 17:35:45,38.24,37.72,41.99,28.77
2017-04-10 18:05:51,37.15,37.26,34.51,32.41
2017-04-10 18:35:58,34.53,36.69,35.54,38.08
2017-04-10 19:06:05,33.91,36.06,36.71,39.52
2017-04-10 19:36:12,33.56,35.54,49.03,39.81
2017-04-10 20:06:19,32.73,35.13,48.66,40.94
2017-04-10 20:36:26,32.33,34.78,52.61,41.56
2017-04-10 21:06:34,32.09,34.44,58.94,41.84
2017-04-10 21:36:41,31.86,34.26,56.06,41.93
2017-04-10 22:06:48,32.03,34.23,60.53,42.03
2017-04-10 22:36:55,32.01,34.23,59.1,42.06
2017-04-10 23:07:03,31.76,34.28,57.01,42.92
2017-04-10 23:37:10,31.63,34.38,57.55,42.35
2017-04-11 00:07:17,31.11,34.39,59.95,44
2017-04-11 00:37:24,30.9,34.36,60.28,43.86
2017-04-11 01:07:30,30.4,34.34,58.57,45.63
2017-04-11 01:37:37,30.57,34.22,61.92,44.86
2017-04-11 02:07:44,30.35,34.19,59.42,44.55
2017-04-11 02:37:51,29.64,33.95,61.4,45.16
2017-04-11 03:07:58,29.33,33.78,60.9,45.33
2017-04-11 03:38:05,29.21,33.68,62.16,46.51
2017-04-11 04:08:12,29.51,33.53,60.71,49.78
2017-04-11 04:38:19,29.67,33.43,62.94,49.12
2017-04-11 05:08:25,29.89,33.48,64.54,49.27
2017-04-11 05:38:32,29.7,33.36,62.09,50.71
2017-04-11 06:08:39,29.67,33.22,61.52,51.13
2017-04-11 06:38:46,29.74,33.19,60.37,51.71
2017-04-11 07:08:53,29.65,33.1,62.69,54.22
2017-04-11 07:39:00,31.63,33.02,59.26,50.27
2017-04-11 08:09:07,33.24,33.22,59.78,47.85
2017-04-11 08:39:14,35.06,33.62,61.45,44.55
2017-04-11 09:09:21,35.74,34.29,56.62,42.33
2017-04-11 09:39:28,36.56,34.74,52.07,37.06
2017-04-11 10:09:35,38.21,35.29,45.82,33.91
2017-04-11 10:39:42,37.38,35.73,42.48,32.29
2017-04-11 11:09:49,41.34,36.49,39.49,26.06
2017-04-11 11:39:56,42.2,37.24,35.95,24.65
2017-04-11 12:10:03,43.28,38.1,33.85,22.94
2017-04-11 12:40:10,45.11,38.21,32.89,20.46
2017-04-11 13:10:17,44.6,38.53,32.86,18.69
2017-04-11 13:40:24,44.75,38.2,33.71,19.35
2017-04-11 14:10:31,44.83,38.87,29.35,18.87
2017-04-11 14:40:39,44.02,38.92,27.82,18.34
2017-04-11 15:10:46,44.49,38.43,29.21,18.82
2017-04-11 15:40:53,39.16,38.99,33.05,29.99
2017-04-11 16:11:00,40.53,39.28,32.44,28.84
2017-04-11 16:41:07,37.49,38.7,31.76,30.87
2017-04-11 17:11:14,37.41,37.13,34.98,30.44
2017-04-11 17:41:21,36.54,36.51,35.27,31.51
2017-04-11 18:11:29,36.01,36.07,36.87,31.76
2017-04-11 18:41:36,35,35.44,44.54,32.11
2017-04-11 19:11:43,34.01,34.84,41.34,32.61
2017-04-11 19:41:49,33.54,34.61,46.76,35.08
2017-04-11 20:11:57,32.61,34.42,52.15,38.87
2017-04-11 20:42:04,32.53,34.21,50.13,39.86
2017-04-11 21:12:12,32.16,33.99,54.56,42.31
2017-04-11 21:42:19,31.79,34.05,55.12,44.37
2017-04-11 22:12:26,31.94,33.97,55.21,44.55
2017-04-11 22:42:33,32.13,33.97,53.15,44.37
2017-04-11 23:12:40,32.1,33.94,59,44.08
2017-04-11 23:42:47,32.11,33.98,57.2,43.98
2017-04-12 00:12:54,32.03,33.89,56.92,44.81
2017-04-12 00:43:01,31.89,33.86,58.32,45.85
2017-04-12 01:13:08,32.1,34.05,60.6,45.08
2017-04-12 01:43:15,32.51,34.16,60.47,44.13
2017-04-12 02:13:21,32.26,34.32,61.05,44.74
2017-04-12 02:43:28,31.66,34.29,59.66,46.02
2017-04-12 03:13:35,31.29,34.05,60.19,47.1
2017-04-12 03:43:42,31.15,33.94,60.34,46.65
2017-04-12 04:13:49,30.8,33.92,61.15,47.59
2017-04-12 04:43:56,30.7,33.79,63.13,47.93
2017-04-12 05:14:03,30.33,33.65,60.77,48.39
2017-04-12 05:44:10,30.1,33.46,62.88,48.46
2017-04-12 06:14:17,29.98,33.32,62.14,48.39
2017-04-12 06:44:24,29.95,33.29,65.48,49.47
2017-04-12 07:14:30,30.56,33.26,62.67,49.56
2017-04-12 07:44:37,32.3,33.29,64.37,45.47
2017-04-12 08:14:44,34.43,33.4,59.51,39.36
2017-04-12 08:44:52,36.47,33.45,59.35,35.8
2017-04-12 09:14:59,39.02,33.91,55.86,31.74
2017-04-12 09:45:06,39,34.65,48,30.17
2017-04-12 10:15:12,40.76,35.61,42.39,24.8
2017-04-12 10:45:19,40.69,36.1,40.07,23.11
2017-04-12 11:15:26,41.28,36.48,37.69,22.94
2017-04-12 11:45:34,42.62,37.34,32.55,19.22
2017-04-12 12:15:41,42.4,38.28,29.77,18.54
2017-04-12 12:45:48,42.88,38.7,28.15,17.75
2017-04-12 13:15:55,43.36,38.71,28.63,17.85
2017-04-12 13:46:02,43.49,38.93,27.67,17.5
2017-04-12 14:16:09,40.69,39.76,32.03,29.12
2017-04-12 14:46:18,38.72,40.45,32.42,32.64
2017-04-12 15:16:25,39.33,39.4,33.87,31.59
2017-04-12 15:46:32,41.85,39.17,33.67,27.84
2017-04-12 16:16:39,39.22,39.12,31.62,28.04
2017-04-12 16:46:46,36.92,38.01,32.52,31.24
2017-04-12 17:16:53,35.2,36.78,34.54,35.37
2017-04-12 17:47:00,35.47,36.38,39.1,37.48
2017-04-12 18:17:07,33.9,36.02,40.34,39.12
2017-04-12 18:47:14,34.05,35.39,48.25,39.14
2017-04-12 19:17:21,32.92,34.95,45.47,40.87
2017-04-12 19:47:28,32.41,34.55,51.75,41.88
2017-04-12 20:17:35,32.44,34.36,55.83,43.66
2017-04-12 20:47:43,31.69,34.15,59.93,43.56
2017-04-12 21:17:50,31.62,34.06,58.84,42.43
2017-04-12 21:47:57,31.66,34.01,56.79,42.43
2017-04-12 22:18:04,30.54,34.01,59.16,45.97
2017-04-12 22:48:11,31.38,33.82,57.74,44.57
2017-04-12 23:18:18,31.48,33.74,57.75,44.25
2017-04-12 23:48:24,31.26,33.69,59.72,44.69
2017-04-13 00:18:31,31.33,33.72,60.83,44.22
2017-04-13 00:48:38,31.15,33.84,60.01,44.96
2017-04-13 01:18:45,31.08,33.76,64.02,46.21
2017-04-13 01:48:52,31.1,33.74,61.69,46.41
2017-04-13 02:18:59,31.32,33.75,62.21,45.9
2017-04-13 02:49:06,31.23,33.86,64.05,45.75
2017-04-13 03:19:13,30.08,33.99,60.42,47.54
2017-04-13 03:49:20,29.71,34.02,61.03,47.07
2017-04-13 04:19:26,29.89,33.89,61.3,47.56
2017-04-13 04:49:33,30.29,33.81,61.55,46.26
2017-04-13 05:19:40,30.19,33.74,60.26,46.82
2017-04-13 05:49:47,29.71,33.68,62.32,47.76
2017-04-13 06:19:54,28.96,33.63,64.59,48.49
2017-04-13 06:50:01,29.29,33.59,60.98,47.95
2017-04-13 07:20:08,30.81,33.42,60.4,47.88
2017-04-13 07:50:15,32.36,33.32,62.05,44.72
2017-04-13 08:20:22,34.2,33.26,56.19,40.75
2017-04-13 08:50:29,36.32,33.51,56.17,36.02
2017-04-13 09:20:36,38.17,34.02,55.56,31.99
2017-04-13 09:50:43,39.89,34.77,48.93,30.12
2017-04-13 10:20:50,40.52,35.64,45.13,28.36
2017-04-13 10:50:57,40.69,36.29,39.36,23.89
2017-04-13 11:21:04,41.93,36.76,36.01,22.74
2017-04-13 11:51:11,43.12,37.78,32.93,22.15
2017-04-13 12:21:18,43.42,37.9,32.2,20.52
2017-04-13 12:51:25,43.06,37.83,32.62,20.72
2017-04-13 13:21:33,40.33,37.84,30.18,21.75
2017-04-13 13:51:40,42.81,36.95,33.06,20.66
2017-04-13 14:21:47,40.63,38.43,33.16,28.04
2017-04-13 14:51:56,41.19,38.32,34.38,28.09
2017-04-13 15:22:03,39.32,37.68,35.51,29.96
2017-04-13 15:52:10,36.57,37.49,35.3,34.63
2017-04-13 16:22:17,36.66,36.58,37.27,35.92
2017-04-13 16:52:24,36.01,36.16,40.64,36.67
2017-04-13 17:22:31,35.55,35.9,40.64,37.23
2017-04-13 17:52:38,34.57,35.47,44.24,39.57
2017-04-13 18:22:45,33.71,34.98,43.61,39.91
2017-04-13 18:52:52,32.69,34.72,44.69,43.31
2017-04-13 19:22:58,31.55,34.61,46.61,47.12
