DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT
03-17-2017,16:27:48,36.4,60.3,27.4
03-17-2017,16:32:48,36.3,59.5,27.1
03-17-2017,16:37:48,36.2,61.5,27.6
03-17-2017,16:42:48,36.1,63.7,28.1
03-17-2017,16:47:48,36,62.6,27.7
03-17-2017,16:52:48,35.9,63.7,27.9
03-17-2017,16:57:48,35.9,64.7,28.1
03-17-2017,17:02:48,35.9,67.3,28.8
03-17-2017,17:07:48,35.9,66.1,28.5
03-17-2017,17:12:48,36,64.9,28.3
03-17-2017,17:17:48,36,65.1,28.3
03-17-2017,17:22:48,35.9,66.6,28.6
03-17-2017,17:27:48,35.8,65.5,28.3
03-17-2017,17:32:48,35.9,66.8,28.7
03-17-2017,17:37:48,36,64.9,28.3
03-17-2017,17:42:48,36.1,65.1,28.4
03-17-2017,17:47:48,36.1,62.7,27.8
03-17-2017,17:52:48,36.1,64.5,28.3
03-17-2017,17:57:48,36.2,63.6,28.1
03-17-2017,18:02:48,36.3,61.4,27.6
03-17-2017,18:07:48,36.2,66.1,28.8
03-17-2017,18:12:48,36.2,64.8,28.5
03-17-2017,18:17:48,36.2,61.6,27.6
03-17-2017,18:22:48,36.1,63.2,27.9
03-17-2017,18:27:48,36.2,65.3,28.6
03-17-2017,18:32:48,36.1,64.3,28.2
03-17-2017,18:37:48,36,65.5,28.4
03-17-2017,18:42:48,35.9,67,28.7
03-17-2017,18:47:48,36,69.6,29.5
03-17-2017,18:52:48,36,69.9,29.6
03-17-2017,18:57:48,36.1,70.8,29.9
03-17-2017,19:02:48,36.2,69.8,29.7
03-17-2017,19:07:48,36.5,69.7,30
03-17-2017,19:12:48,36.7,67.8,29.7
03-17-2017,19:17:48,36.7,68.5,29.9
03-17-2017,19:22:48,36.6,67.1,29.4
03-17-2017,19:27:48,36.5,67.9,29.5
03-17-2017,19:32:48,36.5,67.4,29.4
03-17-2017,19:37:48,36.4,66.4,29.1
03-17-2017,19:42:48,36.3,68.2,29.4
03-17-2017,19:47:48,36.3,70.6,30
03-17-2017,19:52:48,36.2,70,29.8
03-17-2017,19:57:48,36.3,71.6,30.3
03-17-2017,20:02:48,36.3,72.8,30.6
03-17-2017,20:07:48,36.2,72.1,30.3
03-17-2017,20:12:48,36.2,72.1,30.3
03-17-2017,20:17:48,36.1,72.5,30.3
03-17-2017,20:22:48,36.1,72.8,30.4
03-17-2017,20:27:48,36,71.1,29.9
03-17-2017,20:32:48,36,71.1,29.9
03-17-2017,20:37:48,36.1,70.9,29.9
03-17-2017,20:42:48,36.2,73.4,30.6
03-17-2017,20:47:48,36.2,69.4,29.6
03-17-2017,20:52:48,36.2,69.9,29.8
03-17-2017,20:57:48,36.1,66,28.7
03-17-2017,21:02:48,36.1,67.9,29.2
03-17-2017,21:07:48,36,64.8,28.3
03-17-2017,21:12:48,35.9,66.6,28.6
03-17-2017,21:17:48,35.8,70.8,29.6
03-17-2017,21:22:48,35.8,71.4,29.8
03-17-2017,21:27:48,35.8,67.3,28.7
03-17-2017,21:32:48,35.8,70.2,29.5
03-17-2017,21:37:48,35.7,72.7,30
03-17-2017,21:42:48,35.7,71.6,29.7
03-17-2017,21:47:48,35.8,72.8,30.1
03-17-2017,21:52:48,35.9,71,29.8
03-17-2017,21:57:48,35.9,70,29.5
03-17-2017,22:02:48,35.8,65.4,28.2
03-17-2017,22:07:48,35.8,66,28.4
03-17-2017,22:12:48,35.8,66.7,28.6
03-17-2017,22:17:48,35.8,69.3,29.2
03-17-2017,22:22:48,35.9,68.1,29
03-17-2017,22:27:48,35.8,69.3,29.2
03-17-2017,22:32:48,35.8,69.7,29.3
03-17-2017,22:37:48,35.8,67.5,28.8
03-17-2017,22:42:48,35.8,68.8,29.1
03-17-2017,22:47:48,35.8,69.7,29.3
03-17-2017,22:52:48,35.9,69.1,29.3
03-17-2017,22:57:48,36,68,29.1
03-17-2017,23:02:48,35.9,66.8,28.7
03-17-2017,23:07:48,35.9,68.8,29.2
03-17-2017,23:12:48,35.8,64.7,28
03-17-2017,23:17:48,35.8,69.9,29.4
03-17-2017,23:22:48,35.8,70.8,29.6
03-17-2017,23:27:48,35.7,71,29.6
03-17-2017,23:32:48,35.6,69,29
03-17-2017,23:37:48,35.6,70.5,29.3
03-17-2017,23:42:48,35.5,66.8,28.3
03-17-2017,23:47:48,35.5,70.5,29.2
03-17-2017,23:52:48,35.5,70,29.1
03-17-2017,23:57:48,35.4,71.5,29.4
03-18-2017,00:02:48,35.4,70.8,29.2
03-18-2017,00:07:48,35.4,69.6,28.9
03-18-2017,00:12:48,35.4,70.1,29.1
03-18-2017,00:17:48,35.4,72.3,29.6
03-18-2017,00:22:48,35.5,71.6,29.5
03-18-2017,00:27:48,35.6,71.7,29.6
03-18-2017,00:32:48,35.7,70.4,29.4
03-18-2017,00:37:48,35.8,70.3,29.5
03-18-2017,00:42:48,35.7,70.2,29.4
03-18-2017,00:47:48,35.7,69.4,29.2
03-18-2017,00:52:48,35.7,67.4,28.7
03-18-2017,00:57:48,35.8,68.3,29
03-18-2017,01:02:48,35.7,67.9,28.8
03-18-2017,01:07:48,35.7,69.5,29.2
03-18-2017,01:12:48,35.6,68.5,28.8
03-18-2017,01:17:48,35.6,70.1,29.2
03-18-2017,01:22:48,35.5,69.5,29
03-18-2017,01:27:48,35.5,69.5,29
03-18-2017,01:32:48,35.5,68.7,28.8
03-18-2017,01:37:48,35.4,69.8,29
03-18-2017,01:42:48,35.4,68.1,28.6
03-18-2017,01:47:48,35.4,69.3,28.9
03-18-2017,01:52:48,35.4,69.5,28.9
03-18-2017,01:57:48,35.4,70,29
03-18-2017,02:02:48,35.4,70.5,29.2
03-18-2017,02:07:48,35.4,70.5,29.2
03-18-2017,02:12:48,35.5,70.7,29.3
03-18-2017,02:17:48,35.4,69.4,28.9
03-18-2017,02:22:48,35.4,66.8,28.2
03-18-2017,02:27:48,35.4,69.4,28.9
03-18-2017,02:32:48,35.4,67.9,28.5
03-18-2017,02:37:48,35.3,63.1,27.1
03-18-2017,02:42:48,35.3,64.9,27.6
03-18-2017,02:47:48,35.3,65.1,27.7
03-18-2017,02:52:48,35.4,64.6,27.6
03-18-2017,02:57:48,35.4,67.7,28.5
03-18-2017,03:02:48,35.4,67.8,28.5
03-18-2017,03:07:48,35.4,66.3,28.1
03-18-2017,03:12:48,35.4,67,28.3
03-18-2017,03:17:48,35.4,65.4,27.9
03-18-2017,03:22:48,35.4,63,27.2
03-18-2017,03:27:48,35.4,66.1,28
03-18-2017,03:32:48,35.4,66.9,28.2
03-18-2017,03:37:48,35.4,66.7,28.2
03-18-2017,03:42:48,35.4,67.8,28.5
03-18-2017,03:47:48,35.4,68.1,28.6
03-18-2017,03:52:48,35.4,66.9,28.2
03-18-2017,03:57:48,35.3,67.2,28.2
03-18-2017,04:02:48,35.2,67.2,28.1
03-18-2017,04:07:48,35.2,67.4,28.2
03-18-2017,04:12:48,35.1,64.7,27.4
03-18-2017,04:17:48,35.2,66.7,28
03-18-2017,04:22:48,35.2,64.5,27.4
03-18-2017,04:27:48,35.2,62,26.8
03-18-2017,04:32:48,35.3,65.3,27.7
03-18-2017,04:37:48,35.3,68.5,28.6
03-18-2017,04:42:48,35.4,69.9,29
03-18-2017,04:47:48,35.4,69.2,28.8
03-18-2017,04:52:48,35.5,65.1,27.9
03-18-2017,04:57:48,35.4,63.9,27.5
03-18-2017,05:02:48,35.4,64,27.5
03-18-2017,05:07:48,35.4,65.6,27.9
03-18-2017,05:12:48,35.4,66.5,28.1
03-18-2017,05:17:48,35.4,66,28
03-18-2017,05:22:48,35.3,68.6,28.6
03-18-2017,05:27:48,35.3,67.9,28.4
03-18-2017,05:32:48,35.2,63.1,27.1
03-18-2017,05:37:48,35.2,66.1,27.8
03-18-2017,05:42:48,35.3,65.7,27.8
03-18-2017,05:47:48,35.3,67.1,28.2
03-18-2017,05:52:48,35.4,67.1,28.3
03-18-2017,05:57:48,35.5,67.9,28.6
03-18-2017,06:02:48,35.5,64.6,27.7
03-18-2017,06:07:48,35.5,69.1,28.9
03-18-2017,06:12:48,35.9,65.2,28.3
03-18-2017,06:17:48,35.9,65.4,28.3
03-18-2017,06:22:48,35.9,63.7,27.9
03-18-2017,06:27:48,35.9,67.5,28.9
03-18-2017,06:32:48,35.9,64.2,28
03-18-2017,06:37:48,35.8,65.1,28.2
03-18-2017,06:42:48,35.8,64.7,28
03-18-2017,06:47:48,35.6,67.7,28.6
03-18-2017,06:52:48,35.6,68.2,28.8
03-18-2017,06:57:48,35.5,66.9,28.3
03-18-2017,07:02:48,35.5,68.7,28.8
03-18-2017,07:07:48,35.6,67.9,28.7
03-18-2017,07:12:48,35.6,69.7,29.1
03-18-2017,07:17:48,35.5,69.6,29
03-18-2017,07:22:48,35.5,69.1,28.9
03-18-2017,07:27:48,35.5,69.6,29
03-18-2017,07:32:48,35.5,70.3,29.2
03-18-2017,07:37:48,35.4,70.8,29.2
03-18-2017,07:42:48,35.5,70.7,29.3
03-18-2017,07:47:48,35.6,70.4,29.3
03-18-2017,07:52:48,35.6,73.2,30
03-18-2017,07:57:48,35.6,71.3,29.5
03-18-2017,08:02:48,35.7,73.2,30.1
03-18-2017,08:07:48,35.7,68.8,29
03-18-2017,08:12:48,35.6,66.8,28.4
03-18-2017,08:17:48,35.6,70.1,29.2
03-18-2017,08:22:48,35.7,73.2,30.1
03-18-2017,08:27:48,35.9,74.1,30.5
03-18-2017,08:32:48,36,70.1,29.6
03-18-2017,08:37:48,36.1,73,30.4
03-18-2017,08:42:48,36,71.6,30
03-18-2017,08:47:48,36,71,29.8
03-18-2017,08:52:48,36,69.3,29.4
03-18-2017,08:57:48,36,69.2,29.4
03-18-2017,09:02:48,36,66.3,28.7
03-18-2017,09:07:48,36,72.7,30.3
03-18-2017,09:12:48,36,71.5,30
03-18-2017,09:17:48,36,66.7,28.8
03-18-2017,09:22:48,36.1,70.9,29.9
03-18-2017,09:27:48,36.1,66.5,28.8
03-18-2017,09:32:48,36.1,67.2,29
03-18-2017,09:37:48,36.1,67,28.9
03-18-2017,09:42:48,36.3,67,29.1
03-18-2017,09:47:48,36.6,65.2,28.9
03-18-2017,09:52:48,36.6,65.2,28.9
03-18-2017,09:57:48,36.8,64.1,28.8
03-18-2017,10:02:48,36.8,63,28.5
03-18-2017,10:07:48,36.9,59.6,27.7
03-18-2017,10:12:48,36.9,61.8,28.3
03-18-2017,10:17:48,36.8,59.1,27.4
03-18-2017,10:22:48,36.9,63.9,28.9
03-18-2017,10:27:48,36.9,60.2,27.8
03-18-2017,10:32:48,37,59.6,27.8
03-18-2017,10:37:48,36.9,63.4,28.7
03-18-2017,10:42:48,36.8,61.8,28.2
03-18-2017,10:47:48,36.9,62.1,28.4
03-18-2017,10:52:48,36.9,53.9,26
03-18-2017,10:57:48,36.9,51.7,25.3
03-18-2017,11:02:48,36.9,60.2,27.8
03-18-2017,11:07:48,36.9,57.4,27
03-18-2017,11:12:48,36.9,52,25.4
03-18-2017,11:17:48,36.8,56,26.5
03-18-2017,11:22:48,36.8,52.2,25.3
03-18-2017,11:27:48,36.9,58.6,27.4
03-18-2017,11:32:48,36.9,57.4,27
03-18-2017,11:37:48,36.9,56.7,26.8
03-18-2017,11:42:48,37,59.8,27.8
03-18-2017,11:47:48,36.9,53.7,25.9
03-18-2017,11:52:48,37,60.4,28
03-18-2017,11:57:48,37,54.3,26.2
03-18-2017,12:02:48,37,62.2,28.5
03-18-2017,12:07:48,36.9,58.5,27.4
03-18-2017,12:12:48,36.9,60.7,28
03-18-2017,12:17:48,36.8,56.5,26.7
03-18-2017,12:22:48,36.7,53.8,25.7
03-18-2017,12:27:48,36.7,54,25.8
03-18-2017,12:32:48,36.7,61.1,27.9
03-18-2017,12:37:48,36.8,58.7,27.3
03-18-2017,12:42:48,36.8,59,27.4
03-18-2017,12:47:48,36.8,61.3,28.1
03-18-2017,12:52:48,36.7,64.1,28.7
03-18-2017,12:57:48,36.5,53.5,25.5
03-18-2017,13:02:48,36.6,62.3,28.2
03-18-2017,13:07:48,36.8,67.8,29.8
03-18-2017,13:12:48,36.8,59.5,27.6
03-18-2017,13:17:48,36.8,55,26.2
03-18-2017,13:22:48,36.8,58.4,27.2
03-18-2017,13:27:48,36.8,57.7,27
03-18-2017,13:32:48,36.8,53.4,25.7
03-18-2017,13:37:48,36.7,58.7,27.2
03-18-2017,13:42:48,36.6,57.3,26.7
03-18-2017,13:47:48,36.6,59.8,27.5
03-18-2017,13:52:48,36.5,55.5,26.1
03-18-2017,13:57:48,36.4,51.6,24.8
03-18-2017,14:02:48,36.5,52.9,25.3
03-18-2017,14:07:48,36.4,50.7,24.5
03-18-2017,14:12:48,36.5,55.9,26.2
03-18-2017,14:17:48,36.5,50.8,24.6
03-18-2017,14:22:48,36.6,54.5,25.9
03-18-2017,14:27:48,36.6,51.3,24.9
03-18-2017,14:32:48,36.5,50.4,24.5
03-18-2017,14:37:48,36.6,48.5,23.9
03-18-2017,14:42:48,36.6,49,24.1
03-18-2017,14:47:48,36.5,47.2,23.4
03-18-2017,14:52:48,36.5,61.9,27.9
03-18-2017,14:57:48,36.5,54.7,25.8
03-18-2017,15:02:48,36.5,49.2,24.1
03-18-2017,15:07:48,36.5,48.5,23.8
03-18-2017,15:12:48,36.4,49.8,24.2
03-18-2017,15:17:48,36.4,54.4,25.7
03-18-2017,15:22:48,36.3,48.6,23.7
03-18-2017,15:27:48,36.3,54.4,25.6
03-18-2017,15:32:48,36.2,57.2,26.3
03-18-2017,15:37:48,36.2,56.6,26.1
03-18-2017,15:42:48,36.2,56,26
03-18-2017,15:47:48,36.2,64.8,28.5
03-18-2017,15:52:48,36.2,66.5,28.9
03-18-2017,15:57:48,36.4,61.1,27.6
03-18-2017,16:02:48,36.4,49.7,24.1
03-18-2017,16:07:48,36.3,50.6,24.3
03-18-2017,16:12:48,36.1,57.1,26.2
03-18-2017,16:17:48,35.9,53.3,24.9
03-18-2017,16:22:48,35.8,56.8,25.8
03-18-2017,16:27:48,35.7,59.6,26.6
03-18-2017,16:32:48,35.6,60.8,26.8
03-18-2017,16:37:48,35.5,61.9,27
03-18-2017,16:42:48,35.4,61.3,26.7
03-18-2017,16:47:48,35.4,56.7,25.4
03-18-2017,16:52:48,35.4,62.2,27
03-18-2017,16:57:48,35.3,61.8,26.8
03-18-2017,17:02:48,35.3,62,26.8
03-18-2017,17:07:48,35.2,58.2,25.7
03-18-2017,17:12:48,35.2,64.4,27.4
03-18-2017,17:17:48,35.1,63.2,27
03-18-2017,17:22:48,35.1,67.6,28.1
03-18-2017,17:27:48,35.1,61,26.4
03-18-2017,17:32:48,35.1,63.4,27
03-18-2017,17:37:48,35.1,61.2,26.4
03-18-2017,17:42:48,35.1,59.9,26.1
03-18-2017,17:47:48,35.1,60,26.1
03-18-2017,17:52:48,35.1,61.9,26.6
03-18-2017,17:57:48,35.1,60.8,26.3
03-18-2017,18:02:48,35.2,61.2,26.5
03-18-2017,18:07:48,35.2,65.7,27.7
03-18-2017,18:12:48,35.1,63.5,27.1
03-18-2017,18:17:48,35.1,65.1,27.5
03-18-2017,18:22:48,35.1,63.9,27.2
03-18-2017,18:27:48,35.1,62.9,26.9
03-18-2017,18:32:48,35.1,62.2,26.7
03-18-2017,18:37:48,35.2,65,27.6
03-18-2017,18:42:48,35.2,64.3,27.4
03-18-2017,18:47:48,35.2,67.4,28.2
03-18-2017,18:52:48,35.3,68.8,28.6
03-18-2017,18:57:48,35.4,65.5,27.9
03-18-2017,19:02:48,35.3,65.8,27.9
03-18-2017,19:07:48,35.3,66.6,28.1
03-18-2017,19:12:48,35.4,69.7,29
03-18-2017,19:17:48,35.4,69,28.8
03-18-2017,19:22:48,35.5,66.4,28.2
03-18-2017,19:27:48,35.6,68.5,28.8
03-18-2017,19:32:48,35.6,67.7,28.6
03-18-2017,19:37:48,35.5,66.6,28.3
03-18-2017,19:42:48,35.5,67.5,28.5
03-18-2017,19:47:48,35.4,68.8,28.7
03-18-2017,19:52:48,35.4,68.6,28.7
03-18-2017,19:57:48,35.4,67.9,28.5
03-18-2017,20:02:48,35.4,68.9,28.8
03-18-2017,20:07:48,35.4,69.3,28.9
03-18-2017,20:12:48,35.4,69.3,28.9
03-18-2017,20:17:48,35.4,69.4,28.9
03-18-2017,20:22:48,35.4,65.9,28
03-18-2017,20:27:48,35.4,68.4,28.6
03-18-2017,20:32:48,35.4,67.3,28.3
03-18-2017,20:37:48,35.3,66.6,28.1
03-18-2017,20:42:48,35.3,66.9,28.2
03-18-2017,20:47:48,35.3,66.9,28.2
03-18-2017,20:52:48,35.3,66.3,28
03-18-2017,20:57:48,35.2,65.3,27.6
03-18-2017,21:02:48,35.2,62.5,26.9
03-18-2017,21:07:48,35.2,65.9,27.8
03-18-2017,21:12:48,35.1,62.2,26.7
03-18-2017,21:17:48,35.1,65.4,27.6
03-18-2017,21:22:48,35.2,65.8,27.8
03-18-2017,21:27:48,35.2,66.1,27.8
03-18-2017,21:32:48,35.2,66,27.8
03-18-2017,21:37:48,35.2,64.5,27.4
03-18-2017,21:42:48,35.2,66.1,27.8
03-18-2017,21:47:48,35.2,65.7,27.7
03-18-2017,21:52:48,35.2,65.2,27.6
03-18-2017,21:57:48,35.2,66.7,28
03-18-2017,22:02:48,35.3,64.4,27.5
03-18-2017,22:07:48,35.3,62,26.8
03-18-2017,22:12:48,35.3,64.7,27.6
03-18-2017,22:17:48,35.3,65.1,27.7
03-18-2017,22:22:48,35.3,64,27.4
03-18-2017,22:27:48,35.4,64.7,27.7
03-18-2017,22:32:48,35.4,63.9,27.5
03-18-2017,22:37:48,35.4,62.4,27.1
03-18-2017,22:42:48,35.4,65.6,27.9
03-18-2017,22:47:48,35.4,65.4,27.9
03-18-2017,22:52:48,35.2,64,27.3
03-18-2017,22:57:48,35.1,57.4,25.4
03-18-2017,23:02:48,35.2,65.3,27.6
03-18-2017,23:07:48,35.2,62.6,26.9
03-18-2017,23:12:48,35.3,64.1,27.4
03-18-2017,23:17:48,35.3,66.3,28
03-18-2017,23:22:48,35.4,68,28.5
03-18-2017,23:27:48,35.4,65.7,27.9
03-18-2017,23:32:48,35.4,63.5,27.4
03-18-2017,23:37:48,35.3,65.6,27.8
03-18-2017,23:42:48,35.3,61.1,26.6
03-18-2017,23:47:48,35.4,66.9,28.2
03-18-2017,23:52:48,35.4,65.9,28
03-18-2017,23:57:48,35.4,65.1,27.8
03-19-2017,00:02:48,35.3,66.3,28
03-19-2017,00:07:48,35.3,63.2,27.2
03-19-2017,00:12:48,35.2,64.2,27.3
03-19-2017,00:17:48,35.2,65,27.6
03-19-2017,00:22:48,35.2,67.3,28.2
03-19-2017,00:27:48,35.2,63.2,27.1
03-19-2017,00:32:48,35.2,64.4,27.4
03-19-2017,00:37:48,35.2,65.7,27.7
03-19-2017,00:42:48,35.2,66.2,27.9
03-19-2017,00:47:48,35.3,63.3,27.2
03-19-2017,00:52:48,35.3,63.2,27.2
03-19-2017,00:57:48,35.4,66.6,28.2
03-19-2017,01:02:48,35.4,65.4,27.9
03-19-2017,01:07:48,35.3,61.1,26.6
03-19-2017,01:12:48,35.3,65.7,27.8
03-19-2017,01:17:48,35.3,65.5,27.8
03-19-2017,01:22:48,35.3,66.3,28
03-19-2017,01:27:48,35.2,56.9,25.3
03-19-2017,01:32:48,35.2,64.8,27.5
03-19-2017,01:37:48,35.3,63.9,27.4
03-19-2017,01:42:48,35.2,65.8,27.8
03-19-2017,01:47:48,35.2,62.3,26.8
03-19-2017,01:52:48,35.1,64.8,27.4
03-19-2017,01:57:48,35.2,64.9,27.5
03-19-2017,02:02:48,35.1,66.5,27.9
03-19-2017,02:07:48,35.1,65.3,27.5
03-19-2017,02:12:48,35,64.4,27.2
03-19-2017,02:17:48,35,64.9,27.3
03-19-2017,02:22:48,35.1,65.1,27.5
03-19-2017,02:27:48,35.1,62.3,26.7
03-19-2017,02:32:48,35.1,65.3,27.5
03-19-2017,02:37:48,35.1,62.4,26.8
03-19-2017,02:42:48,35.2,65.5,27.7
03-19-2017,02:47:48,35.1,58.2,25.6
03-19-2017,02:52:48,35.2,64,27.3
03-19-2017,02:57:48,35.2,65.7,27.7
03-19-2017,03:02:48,35.2,64.6,27.5
03-19-2017,03:07:48,35.2,67.5,28.2
03-19-2017,03:12:48,35.2,65.9,27.8
03-19-2017,03:17:48,35.2,66,27.8
03-19-2017,03:22:48,35.2,65.8,27.8
03-19-2017,03:27:48,35.3,64.5,27.5
03-19-2017,03:32:48,35.2,63.4,27.1
03-19-2017,03:37:48,35.2,66.4,27.9
03-19-2017,03:42:48,35.2,66.8,28
03-19-2017,03:47:48,35.2,65.9,27.8
03-19-2017,03:52:48,35.2,66.2,27.9
03-19-2017,03:57:48,35.2,66.3,27.9
03-19-2017,04:02:48,35.2,65.1,27.6
03-19-2017,04:07:48,35.2,65.3,27.6
03-19-2017,04:12:48,35.2,63,27
03-19-2017,04:17:48,35.2,63.9,27.3
03-19-2017,04:22:48,35.1,59.7,26
03-19-2017,04:27:48,35.2,65.5,27.7
03-19-2017,04:32:48,35.2,62.6,26.9
03-19-2017,04:37:48,35.2,66.1,27.8
03-19-2017,04:42:48,35.2,67.1,28.1
03-19-2017,04:47:48,35.2,66.2,27.9
03-19-2017,04:52:48,35.2,62.3,26.8
03-19-2017,04:57:48,35.1,65.4,27.6
03-19-2017,05:02:48,35.1,63.7,27.1
03-19-2017,05:07:48,35.1,60.4,26.2
03-19-2017,05:12:48,35.2,66.3,27.9
03-19-2017,05:17:48,35.1,66.8,27.9
03-19-2017,05:22:48,35.1,64.7,27.4
03-19-2017,05:27:48,35.2,61.1,26.5
03-19-2017,05:32:48,35.1,65.2,27.5
03-19-2017,05:37:48,35.1,65.3,27.5
03-19-2017,05:42:48,35.1,64.2,27.3
03-19-2017,05:47:48,35,64.5,27.2
03-19-2017,05:52:48,35,64.3,27.2
03-19-2017,05:57:48,35,59.8,26
03-19-2017,06:02:48,35,58.9,25.7
03-19-2017,06:07:48,35,62.6,26.7
03-19-2017,06:12:48,35,65.9,27.6
03-19-2017,06:17:48,35,63,26.8
03-19-2017,06:22:48,35,65.3,27.5
03-19-2017,06:27:48,35,62.9,26.8
03-19-2017,06:32:48,35,63.8,27.1
03-19-2017,06:37:48,35,63.4,26.9
03-19-2017,06:42:48,35,64.1,27.1
03-19-2017,06:47:48,35,67.1,27.9
03-19-2017,06:52:48,35,65.5,27.5
03-19-2017,06:57:48,34.9,62.1,26.5
03-19-2017,07:02:48,35,67.6,28
03-19-2017,07:07:48,34.9,64,27
03-19-2017,07:12:48,34.8,69.4,28.3
03-19-2017,07:17:48,34.9,70.5,28.7
03-19-2017,07:22:48,35,65.4,27.5
03-19-2017,07:27:48,34.9,65.7,27.5
03-19-2017,07:32:48,35,65.3,27.5
03-19-2017,07:37:48,35.1,66.3,27.8
03-19-2017,07:42:48,35.1,68.2,28.3
03-19-2017,07:47:48,35.2,67.4,28.2
03-19-2017,07:52:48,35.3,65.3,27.7
03-19-2017,07:57:48,35.4,69.2,28.8
03-19-2017,08:02:48,35.4,69.6,28.9
03-19-2017,08:07:48,35.5,69,28.9
03-19-2017,08:12:48,35.5,68.1,28.6
03-19-2017,08:17:48,35.5,67,28.4
03-19-2017,08:22:48,35.5,67.5,28.5
03-19-2017,08:27:48,35.5,67.4,28.5
03-19-2017,08:32:48,35.6,67.8,28.7
03-19-2017,08:37:48,35.6,65.9,28.2
03-19-2017,08:42:48,35.6,65.7,28.1
03-19-2017,08:47:48,35.6,68.1,28.7
03-19-2017,08:52:48,35.7,67.3,28.6
03-19-2017,08:57:48,35.7,66.7,28.5
03-19-2017,09:02:48,35.8,67.8,28.9
03-19-2017,09:07:48,35.8,66.3,28.5
03-19-2017,09:12:48,35.8,63.8,27.8
03-19-2017,09:17:48,35.8,63.1,27.6
03-19-2017,09:22:48,35.8,62.1,27.3
03-19-2017,09:27:48,35.9,56.5,25.8
03-19-2017,09:32:48,35.9,61.3,27.2
03-19-2017,09:37:48,35.9,59.9,26.8
03-19-2017,09:42:48,35.9,63.2,27.7
03-19-2017,09:47:48,35.9,61.9,27.4
03-19-2017,09:52:48,36,62.1,27.5
03-19-2017,09:57:48,36.1,62,27.6
03-19-2017,10:02:48,36.1,61.3,27.4
03-19-2017,10:07:48,36,61.8,27.5
03-19-2017,10:12:48,36,63,27.8
03-19-2017,10:17:48,36.1,62.1,27.6
03-19-2017,10:22:48,36.1,62.3,27.7
03-19-2017,10:27:48,36.2,62.1,27.7
03-19-2017,10:32:48,36.2,60.6,27.3
03-19-2017,10:37:48,36.3,59,26.9
03-19-2017,10:42:48,36.3,54.5,25.6
03-19-2017,10:47:48,36.3,58.9,26.9
03-19-2017,10:52:48,36.3,54.8,25.7
03-19-2017,10:57:48,36.3,52,24.8
03-19-2017,11:02:48,36.4,58.9,27
03-19-2017,11:07:48,36.4,54.4,25.7
03-19-2017,11:12:48,36.4,59.1,27.1
03-19-2017,11:17:48,36.4,57.9,26.7
03-19-2017,11:22:48,36.4,58,26.7
03-19-2017,11:27:48,36.4,55.5,26
03-19-2017,11:32:48,36.3,59,26.9
03-19-2017,11:37:48,36.4,60.2,27.4
03-19-2017,11:42:48,36.4,61.2,27.7
03-19-2017,11:47:48,36.4,54.5,25.7
03-19-2017,11:52:48,36.5,60.6,27.6
03-19-2017,11:57:48,36.5,47.6,23.5
03-19-2017,12:02:48,36.6,59.2,27.3
03-19-2017,12:07:48,36.6,53.9,25.7
03-19-2017,12:12:48,36.5,56.9,26.5
03-19-2017,12:17:48,36.5,60.1,27.4
03-19-2017,12:22:48,36.4,60.1,27.3
03-19-2017,12:27:48,36.4,58.6,26.9
03-19-2017,12:32:48,36.3,54.5,25.6
