Fechas,TEMP-EXT,TEMP-INT
2017-03-30 12:59:21,42.86,39.11
2017-03-30 13:29:23,43.73,39.84
2017-03-30 13:59:25,41.93,39.25
2017-03-30 14:29:27,43.62,39.25
2017-03-30 14:59:30,45.31,39.65
2017-03-30 15:29:32,45.53,40.29
2017-03-30 15:59:34,43.3,39.95
2017-03-30 16:29:36,42.66,39.27
2017-03-30 16:59:38,40.87,38.79
2017-03-30 17:29:40,39.07,38.09
2017-03-30 17:59:42,36.48,36.84
2017-03-30 18:29:44,34.86,35.62
2017-03-30 18:59:46,33.67,35.04
2017-03-30 19:29:48,33.23,34.71
2017-03-30 19:59:50,33.18,34.49
2017-03-30 20:29:52,33.17,34.25
2017-03-30 20:59:54,32.58,34.16
2017-03-30 21:29:56,31.62,33.93
2017-03-30 21:59:58,31.21,33.87
2017-03-30 22:30:00,30.92,33.77
2017-03-30 23:00:02,30.58,33.51
2017-03-30 23:30:04,29.9,33.15
2017-03-31 00:00:06,29.11,33.11
2017-03-31 00:30:07,29.02,33.01
2017-03-31 01:00:09,28.85,33.26
2017-03-31 01:30:11,28.19,33.12
2017-03-31 02:00:13,28.48,33.05
2017-03-31 02:30:15,28.73,33.15
2017-03-31 03:00:17,28.82,33.15
2017-03-31 03:30:19,28.36,33.12
2017-03-31 04:00:21,27.28,32.92
2017-03-31 04:30:23,26.48,32.56
2017-03-31 05:00:25,26.22,32.32
2017-03-31 05:30:27,26.17,32.05
2017-03-31 06:00:29,26.88,32.05
2017-03-31 06:30:30,26.87,32.3
2017-03-31 07:00:32,27.05,32.57
2017-03-31 07:30:34,29.25,32.43
2017-03-31 08:00:36,31.11,32.61
2017-03-31 08:30:38,32.46,32.31
2017-03-31 09:00:40,35.99,32.71
2017-03-31 09:30:42,38.59,34
2017-03-31 10:00:44,40.4,35.21
2017-03-31 10:30:46,42.27,36.29
2017-03-31 11:00:48,41.1,37.09
2017-03-31 11:30:50,42.3,37.74
2017-03-31 12:00:52,42.26,38.72
2017-03-31 12:30:54,42.1,38.03
2017-03-31 13:00:57,45.25,39.29
2017-03-31 13:30:59,45.76,39.87
2017-03-31 14:01:01,45.68,40.59
2017-03-31 14:31:03,46.39,40.71
2017-03-31 15:01:05,42.7,39.8
2017-03-31 15:31:07,40.57,38.64
2017-03-31 16:01:09,40.33,38.23
2017-03-31 16:31:11,38.55,37.27
2017-03-31 17:01:13,36.13,36.27
2017-03-31 17:31:15,34.96,35.57
2017-03-31 18:01:17,33.33,35.04
2017-03-31 18:31:19,31.65,34.64
2017-03-31 19:01:21,30.67,33.46
2017-03-31 19:31:23,30.08,33.55
2017-03-31 20:01:25,28.68,33.43
2017-03-31 20:31:27,28.48,33.04
2017-03-31 21:01:29,28.78,32.96
2017-03-31 21:31:31,28.48,32.74
2017-03-31 22:01:33,28.71,32.79
2017-03-31 22:31:35,29.08,32.96
2017-03-31 23:01:37,28.98,33.04
2017-03-31 23:31:38,28.14,32.87
2017-04-01 00:01:40,27.84,32.43
2017-04-01 00:31:42,27.2,32.39
2017-04-01 01:01:44,27.27,32.31
2017-04-01 01:31:46,27.21,32.46
2017-04-01 02:01:48,26.6,32.36
2017-04-01 02:31:50,27.04,32.48
2017-04-01 03:01:52,27.04,32.38
2017-04-01 03:31:54,26.93,32.49
2017-04-01 04:01:56,27.27,32.54
2017-04-01 04:31:58,26.74,32.56
2017-04-01 05:01:59,26.74,32.3
2017-04-01 05:32:01,26.77,32.28
2017-04-01 06:02:03,26.65,32.06
2017-04-01 06:32:05,26.78,32.03
2017-04-01 07:02:07,27.02,31.82
2017-04-01 07:32:09,28.67,31.82
2017-04-01 08:02:11,30.44,31.85
2017-04-01 08:32:13,31.91,31.81
2017-04-01 09:02:15,35.17,32.48
2017-04-01 09:32:17,37.38,33.86
2017-04-01 10:02:19,38.98,35.27
2017-04-01 10:32:21,41.41,36.59
2017-04-01 11:02:23,42.79,37.95
2017-04-01 11:32:25,43.03,38.68
2017-04-01 12:02:27,44.1,39.41
2017-04-01 12:32:29,44.48,40.03
2017-04-01 13:02:32,45.83,40.63
2017-04-01 13:32:34,45.19,40.77
2017-04-01 14:02:36,45.19,40.56
2017-04-01 14:32:38,43.06,40.25
2017-04-01 15:32:42,44.12,39.61
2017-04-01 16:32:46,42.54,39.36
2017-04-01 17:02:48,40.74,38.54
2017-04-01 17:32:50,40.87,38
2017-04-01 18:02:52,38.78,37.48
2017-04-01 18:32:54,37.45,36.61
2017-04-01 19:02:56,36.36,35.95
2017-04-01 19:32:58,35.22,35.43
2017-04-01 20:03:00,34.59,35.09
2017-04-01 20:33:02,33.59,34.74
2017-04-01 21:03:04,32.84,34.19
2017-04-01 21:33:06,32.33,33.94
2017-04-01 22:03:08,31.68,33.55
2017-04-01 22:33:10,30.94,33.23
2017-04-01 23:03:12,30.38,33.08
2017-04-01 23:33:14,29.88,32.64
2017-04-02 00:03:16,29.11,32.46
2017-04-02 00:33:18,28.68,32.35
2017-04-02 01:03:20,28.44,32.43
2017-04-02 01:33:22,28.17,32.49
2017-04-02 02:03:24,27.9,32.39
2017-04-02 02:33:26,27.81,32.38
2017-04-02 03:03:27,27.84,32.36
2017-04-02 03:33:29,27.86,32.34
2017-04-02 04:03:31,28.03,32.41
2017-04-02 04:33:33,27.8,31.94
2017-04-02 05:03:35,27.87,31.71
2017-04-02 05:33:37,27.74,31.48
2017-04-02 06:03:39,27.35,31.11
2017-04-02 06:33:41,27.57,30.97
2017-04-02 07:03:43,27.91,30.58
2017-04-02 07:33:45,28.54,30.62
2017-04-02 08:03:47,30.44,31.33
2017-04-02 08:33:49,29.96,31.48
2017-04-02 09:03:51,32.1,31.67
2017-04-02 09:33:52,32.74,32.38
2017-04-02 10:03:54,34.89,33.28
2017-04-02 10:33:56,37.35,34.27
2017-04-02 11:03:59,39.44,36.06
2017-04-02 11:34:01,41.07,37.39
2017-04-02 12:04:03,42.53,38.44
2017-04-02 12:34:05,42.7,39.44
2017-04-02 13:04:07,44.1,40.11
2017-04-02 13:34:09,43.85,40.23
2017-04-02 14:04:11,44.56,40.24
2017-04-02 14:34:13,45.09,40.52
2017-04-02 15:04:15,44.85,40.72
2017-04-02 16:04:19,43.36,40.41
2017-04-02 16:34:22,42.73,39.65
2017-04-02 17:04:24,40.8,38.82
2017-04-02 17:34:26,39.74,38.16
2017-04-02 18:04:28,38.75,37.52
2017-04-02 18:34:30,37.33,36.73
2017-04-02 19:04:32,35.95,36
2017-04-02 19:34:34,34.72,35.5
2017-04-02 20:04:36,33.63,34.86
2017-04-02 20:34:38,32.91,34.41
2017-04-02 21:04:40,31.88,33.82
2017-04-02 21:34:42,31.18,33.43
2017-04-02 22:04:43,30.48,32.97
2017-04-02 22:34:45,30.35,32.96
2017-04-02 23:04:47,29.74,32.56
2017-04-02 23:34:49,29.29,32.31
2017-04-03 00:04:51,29.08,32.38
2017-04-03 00:34:53,28.58,32.35
2017-04-03 01:04:55,28.7,32.12
2017-04-03 01:34:57,28.56,31.76
2017-04-03 02:04:59,28.47,31.98
2017-04-03 02:35:01,28.26,31.98
2017-04-03 03:05:03,28.22,31.76
2017-04-03 03:35:05,27.94,31.69
2017-04-03 04:05:07,27.8,31.55
2017-04-03 04:35:08,27.78,31.91
2017-04-03 05:05:10,27.83,31.73
2017-04-03 05:35:12,27.6,31.96
2017-04-03 06:05:14,27.47,32.07
2017-04-03 06:35:16,27.4,32.03
2017-04-03 07:05:18,28.01,31.73
2017-04-03 07:35:20,29.69,32.24
2017-04-03 08:05:22,30.85,31.74
2017-04-03 08:35:24,32.46,32.18
2017-04-03 09:05:26,35.4,32.56
2017-04-03 09:35:28,37.81,34.1
2017-04-03 10:05:30,39.12,35.02
2017-04-03 10:35:32,39.84,36.51
2017-04-03 11:05:34,42.4,37.84
2017-04-03 11:35:36,43.4,39.22
2017-04-03 12:05:38,43.82,39.92
2017-04-03 13:05:42,47.11,41.19
2017-04-03 13:35:44,47.28,41.61
2017-04-03 14:05:47,47.39,41.84
2017-04-03 14:35:49,47.57,41.97
2017-04-03 15:05:51,47.62,41.65
2017-04-03 15:35:53,45.69,41.27
2017-04-03 16:05:55,43.46,40.06
2017-04-03 16:35:57,42.89,39.27
2017-04-03 17:05:59,41.53,39.18
2017-04-03 17:36:01,36.56,37.13
2017-04-03 18:06:03,28.95,33.04
2017-04-03 18:36:05,29.13,32.96
2017-04-03 19:06:07,30.42,33.25
2017-04-03 19:36:09,30.67,33.4
2017-04-03 20:06:11,30.79,33.5
2017-04-03 20:36:13,30.12,33.11
2017-04-03 21:06:15,30.01,33.21
2017-04-03 21:36:17,29.56,33.12
2017-04-03 22:06:18,29.31,32.98
2017-04-03 22:36:20,29.62,33.23
2017-04-03 23:06:22,29.36,33.14
2017-04-03 23:36:24,29.15,33.19
2017-04-04 00:06:26,29.33,33.16
2017-04-04 00:36:28,29.09,33.01
2017-04-04 01:06:30,28.68,33
2017-04-04 01:36:32,28.64,33.25
2017-04-04 02:06:34,28.29,33.23
2017-04-04 02:36:36,28.24,33.18
2017-04-04 03:06:38,28.04,33
2017-04-04 03:36:39,27.91,32.79
2017-04-04 04:06:41,28.09,32.86
2017-04-04 04:36:43,27.83,32.6
2017-04-04 05:06:45,27.44,32.35
2017-04-04 05:36:47,27.68,32.45
2017-04-04 06:06:49,28.01,32.71
2017-04-04 06:36:51,27.83,32.8
2017-04-04 07:06:53,28.45,32.57
2017-04-04 07:36:55,28.82,32.07
2017-04-04 08:06:57,29.62,31.91
2017-04-04 08:36:59,31.2,31.84
2017-04-04 09:07:01,34.41,32.3
2017-04-04 09:37:02,33.43,32.87
2017-04-04 10:07:04,33.26,32.86
2017-04-04 10:37:06,35.59,33.59
2017-04-04 11:07:08,39.3,35.2
2017-04-04 11:37:10,40.08,36.19
2017-04-04 12:07:13,41.73,37.27
2017-04-04 12:37:15,42.13,38.21
2017-04-04 13:07:17,41.73,38.03
2017-04-04 13:37:19,41.93,37.98
2017-04-04 14:07:21,43.86,39.02
2017-04-04 14:37:23,44.36,39.88
2017-04-04 15:07:25,43.16,39.66
2017-04-04 15:37:27,43.32,39.37
2017-04-04 16:07:29,43.42,39.56
2017-04-04 16:37:31,42.43,39.33
2017-04-04 17:07:33,42.07,38.89
2017-04-04 17:37:35,37.1,37.73
2017-04-04 18:07:37,35.47,36.2
2017-04-04 18:37:39,33.92,35.39
2017-04-04 19:07:41,32.64,34.57
2017-04-04 19:37:43,32.47,33.98
2017-04-04 20:07:45,31.97,33.72
2017-04-04 20:37:47,31.59,33.58
2017-04-04 21:07:49,31.42,33.4
2017-04-04 21:37:51,30.72,33.11
2017-04-04 22:07:53,30.36,32.72
2017-04-04 22:37:55,30.01,32.46
2017-04-04 23:07:57,30.61,32.46
2017-04-04 23:37:59,30.39,32.48
2017-04-05 00:08:00,29.56,32.28
2017-04-05 00:38:02,29.44,32.27
2017-04-05 01:08:04,29.22,32.07
2017-04-05 01:38:06,28.93,31.85
2017-04-05 02:08:08,28.63,31.52
2017-04-05 02:38:10,28.7,31.66
2017-04-05 03:08:12,28.82,31.7
2017-04-05 03:38:14,28.61,31.71
2017-04-05 04:08:16,28.48,31.74
2017-04-05 04:38:18,28.34,31.67
2017-04-05 05:08:20,27.88,31.7
2017-04-05 05:38:21,27.5,31.55
2017-04-05 06:08:23,27.55,31.6
2017-04-05 06:38:25,27.6,32.02
2017-04-05 07:08:27,28.48,31.94
2017-04-05 07:38:29,29.18,31.94
2017-04-05 08:08:31,30.97,32.07
2017-04-05 08:38:33,32.88,32.39
2017-04-05 09:08:35,35.39,33.32
2017-04-05 10:08:39,39.14,35.69
2017-04-05 10:38:41,40.51,36.78
2017-04-05 11:08:43,41.83,38.06
2017-04-05 11:38:45,42.19,39.11
2017-04-05 12:08:47,43.89,39.91
2017-04-05 12:38:49,45.08,40.39
2017-04-05 13:08:51,45.96,41.04
2017-04-05 13:38:54,45.83,41.59
2017-04-05 14:08:56,46.31,41.69
2017-04-05 14:38:58,46.05,41.51
2017-04-05 15:09:00,46.64,41.41
2017-04-05 15:39:02,48,41.91
2017-04-05 16:09:04,46.28,41.76
2017-04-05 16:39:06,44.23,40.32
2017-04-05 17:09:08,41.48,39.55
2017-04-05 17:39:10,39.27,38.51
2017-04-05 18:09:12,37.36,37.39
2017-04-05 18:39:14,35.76,36.54
2017-04-05 19:09:16,34.89,35.7
2017-04-05 19:39:18,33.84,35.18
2017-04-05 20:09:20,29.71,33.68
2017-04-05 20:39:22,29.69,32.78
2017-04-05 21:09:24,31.2,33.01
2017-04-05 21:39:26,31.14,33.25
2017-04-05 22:09:28,30.87,33.39
2017-04-05 22:39:30,30.68,33.25
2017-04-05 23:09:32,29.56,33.04
2017-04-05 23:39:34,30.01,32.87
2017-04-06 00:09:36,29.74,32.74
2017-04-06 00:39:38,29.36,32.49
2017-04-06 01:09:39,29.15,32.43
2017-04-06 01:39:41,29.25,32.45
2017-04-06 02:09:43,29.18,32.35
2017-04-06 02:39:45,28.85,32.13
2017-04-06 03:09:47,28.6,31.95
2017-04-06 03:39:49,28.07,31.73
2017-04-06 04:09:51,27.81,31.51
2017-04-06 04:39:53,27.93,31.38
2017-04-06 05:09:55,28.04,31.31
2017-04-06 05:39:57,28.06,31.41
2017-04-06 06:09:58,28.33,31.67
2017-04-06 06:40:00,28.45,31.92
2017-04-06 07:10:02,29.19,32.12
2017-04-06 07:40:04,31.12,32.59
2017-04-06 08:10:06,33.01,33.11
2017-04-06 08:40:08,33.57,33.39
2017-04-06 09:10:10,37.41,34.34
2017-04-06 09:40:12,38.58,35.1
2017-04-06 10:10:14,41.76,36.55
2017-04-06 10:40:16,40.44,36.97
2017-04-06 11:10:18,39.69,36.97
2017-04-06 11:40:20,37.89,37.15
2017-04-06 12:10:22,39.94,37.66
2017-04-06 12:40:24,40.81,38.16
2017-04-06 13:10:26,39.3,37.41
2017-04-06 13:40:28,38.55,37.57
2017-04-06 14:10:30,39.45,37.45
2017-04-06 14:40:32,39.64,38.16
2017-04-06 15:10:34,39.97,38.05
2017-04-06 15:40:36,38.69,37.67
2017-04-06 16:10:38,36.35,36.76
2017-04-06 16:40:40,33.53,35.69
2017-04-06 17:10:42,32.6,34.89
2017-04-06 17:40:44,31.21,34
2017-04-06 18:10:46,29.77,33.76
2017-04-06 18:40:48,28.61,33.25
2017-04-06 19:10:50,28.36,32.9
2017-04-06 19:40:52,27.94,32.92
2017-04-06 20:10:54,27.7,32.82
2017-04-06 20:40:56,27.35,32.61
2017-04-06 21:10:58,27.47,32.75
2017-04-06 21:41:00,27.4,32.54
2017-04-06 22:11:01,27.55,32.54
2017-04-06 22:41:03,27.78,32.67
2017-04-06 23:11:05,27.47,32.97
2017-04-06 23:41:07,27.6,32.72
2017-04-07 00:11:09,27.48,32.79
2017-04-07 00:41:11,27.25,32.93
2017-04-07 01:11:13,27.08,32.72
2017-04-07 01:41:15,27.25,32.72
2017-04-07 02:11:17,27.25,32.41
2017-04-07 02:41:19,27.22,32.82
2017-04-07 03:11:20,27.3,32.68
2017-04-07 03:41:22,26.35,32.68
2017-04-07 04:11:24,26.08,32.53
2017-04-07 04:41:26,26.14,32.17
2017-04-07 05:11:28,25.42,32.13
2017-04-07 05:41:30,25.45,31.89
2017-04-07 06:11:32,25.85,32.05
2017-04-07 06:41:34,25.87,32.3
2017-04-07 07:11:35,26.05,31.59
2017-04-07 07:41:37,26.32,31.37
2017-04-07 08:11:39,25.75,31.07
2017-04-07 08:41:41,25.62,30.86
2017-04-07 09:11:43,25.59,30.51
2017-04-07 09:41:45,25.95,30.79
2017-04-07 10:11:47,26.27,30.97
2017-04-07 10:41:49,27.96,31.63
2017-04-07 11:11:50,28.61,32
2017-04-07 11:41:52,29.61,32.53
2017-04-07 12:11:54,29.55,33.15
2017-04-07 12:41:56,29.67,33.3
2017-04-07 13:11:58,30.42,33.32
2017-04-07 13:42:00,31.07,33.39
2017-04-07 14:12:02,33.43,33.76
2017-04-07 14:42:04,32.61,34.49
2017-04-07 15:12:06,33.07,34.5
2017-04-07 15:42:08,33.61,34.64
2017-04-07 16:12:10,33.04,34.71
2017-04-07 16:42:12,31.92,34.2
2017-04-07 17:12:14,30.49,33.88
2017-04-07 17:42:16,29.26,33.65
2017-04-07 18:12:18,28.23,32.76
2017-04-07 18:42:19,26.83,32.56
2017-04-07 19:12:21,26.11,32.28
2017-04-07 19:42:23,25.65,31.95
2017-04-07 20:12:25,24.99,31.63
2017-04-07 20:42:27,24.99,31.74
2017-04-07 21:12:29,25.01,31.49
2017-04-07 21:42:31,25.25,31.58
2017-04-07 22:12:33,25.51,31.87
2017-04-07 22:42:34,25.57,32.07
2017-04-07 23:12:36,25.79,32.13
2017-04-07 23:42:38,25.81,32.34
2017-04-08 00:12:40,25.65,32.25
2017-04-08 00:42:42,25.92,32.31
2017-04-08 01:12:44,25.84,32.68
2017-04-08 01:42:46,25.91,32.42
2017-04-08 02:12:48,25.88,32.45
2017-04-08 02:42:49,25.75,32.6
2017-04-08 03:12:51,24.94,32.39
