Fechas,Temp_Int,Temp_Ext
2017-04-07 01:56:58,26.94,35
2017-04-07 02:27:01,26.97,35.08
2017-04-07 02:57:04,26.78,35.04
2017-04-07 03:27:07,26.19,34.79
2017-04-07 03:57:10,26.07,34.47
2017-04-07 04:27:13,25.44,34.25
2017-04-07 04:57:16,25.25,33.97
2017-04-07 05:27:19,25.4,33.91
2017-04-07 05:57:22,25.42,34.21
2017-04-07 06:27:25,25.53,33.83
2017-04-07 06:57:28,26.09,33.9
2017-04-07 07:27:31,25.96,33.79
2017-04-07 07:57:34,25.35,33.65
2017-04-07 08:27:38,25.21,33.27
2017-04-07 08:57:41,25.47,34.11
2017-04-07 09:27:44,26.19,33.4
2017-04-07 09:57:47,26.65,34.43
2017-04-07 10:27:50,27.98,35.58
2017-04-07 10:57:53,29.44,35.61
2017-04-07 11:27:56,29.95,36.16
2017-04-07 11:57:59,29.67,36.28
2017-04-07 12:28:02,30.32,36.34
2017-04-07 12:58:05,30.66,36.27
2017-04-07 13:28:08,30.82,36.02
2017-04-07 13:58:12,34.02,37.29
2017-04-07 14:28:15,33.61,37.73
2017-04-07 14:58:18,34.22,37.73
2017-04-07 15:28:21,34.34,38.12
2017-04-07 15:58:24,32.91,38.15
2017-04-07 16:28:27,31.73,37.5
2017-04-07 16:58:30,30.26,36.73
2017-04-07 17:28:34,28.95,35.69
2017-04-07 17:58:37,27.68,35.12
2017-04-07 18:28:40,26.54,34.83
2017-04-07 18:58:43,25.88,34.3
2017-04-07 19:28:46,25.46,34.01
2017-04-07 19:58:49,25.27,33.94
2017-04-07 20:28:52,25.05,33.66
2017-04-07 20:58:55,25.01,33.87
2017-04-07 21:28:58,25.39,33.77
2017-04-07 21:59:01,25.46,33.84
2017-04-07 22:29:04,25.65,33.82
2017-04-07 22:59:07,25.51,33.68
2017-04-07 23:29:10,25.34,33.79
2017-04-07 23:59:14,25.44,33.79
2017-04-08 00:29:17,25.51,34.09
2017-04-08 00:59:20,25.74,34.3
2017-04-08 01:29:23,25.05,34.23
2017-04-08 01:59:26,25.49,34.14
2017-04-08 02:29:29,24.85,34.32
2017-04-08 02:59:32,24.52,34.32
2017-04-08 03:29:35,24.38,33.79
2017-04-08 03:59:38,24.4,33.72
2017-04-08 04:29:41,24.63,33.75
2017-04-08 04:59:44,24.82,33.75
2017-04-08 05:29:47,24.83,34.09
2017-04-08 05:59:50,25.35,34.6
2017-04-08 06:29:53,25.86,35.22
2017-04-08 06:59:56,26,35.33
2017-04-08 07:29:59,26.9,35.23
2017-04-08 08:00:03,26.88,35.47
2017-04-08 08:30:06,27.7,35.32
2017-04-08 09:00:09,29.86,35.85
2017-04-08 09:30:12,29.94,36.47
2017-04-08 10:00:15,30.24,36.41
2017-04-08 10:30:18,32.28,37.16
2017-04-08 11:00:21,34.02,38.03
2017-04-08 11:30:24,35.43,38.8
2017-04-08 12:00:28,35.33,39.13
2017-04-08 12:30:31,36.99,39.31
2017-04-08 13:00:34,35.66,39.2
2017-04-08 13:30:37,35.13,39.2
2017-04-08 14:00:40,34.35,38.97
2017-04-08 14:30:44,35.63,39.11
2017-04-08 15:00:47,36.15,39.21
2017-04-08 15:30:50,35.79,39.21
2017-04-08 16:00:53,35.48,39.1
2017-04-08 16:30:56,34.87,39.01
2017-04-08 17:01:00,33.92,38.83
2017-04-08 17:31:03,31.84,37.29
2017-04-08 18:01:06,30.07,36.52
2017-04-08 18:31:09,28.74,35.69
2017-04-08 19:01:12,27.62,35.28
2017-04-08 19:31:15,26.94,34.88
2017-04-08 20:01:18,26.57,34.57
2017-04-08 20:31:21,26.35,34.42
2017-04-08 21:01:24,26.23,34.21
2017-04-08 21:31:27,25.96,34.15
2017-04-08 22:01:31,25.63,34.12
2017-04-08 22:31:34,25.4,34.03
2017-04-08 23:01:37,25.12,33.87
2017-04-08 23:31:40,24.64,33.72
2017-04-09 00:01:43,24.61,33.66
2017-04-09 00:31:46,24.55,33.65
2017-04-09 01:01:49,24.63,33.66
2017-04-09 01:31:52,24.25,33.82
2017-04-09 02:01:55,23.94,33.61
2017-04-09 02:31:58,23.91,33.69
2017-04-09 03:02:01,23.91,33.9
2017-04-09 03:32:04,23.57,33.45
2017-04-09 04:02:07,23.91,33.72
2017-04-09 04:32:10,23.39,33.62
2017-04-09 05:02:13,23.27,33.3
2017-04-09 05:32:16,22.39,33.41
2017-04-09 06:02:19,22.35,33
2017-04-09 06:32:22,23.2,32.97
2017-04-09 07:02:25,24.83,33.24
2017-04-09 07:32:28,26.18,33.65
2017-04-09 08:02:32,29.79,35.12
2017-04-09 08:32:35,32.78,36.27
2017-04-09 09:02:38,34.45,37.57
2017-04-09 09:32:41,35.87,38.8
2017-04-09 10:02:44,38.04,39.43
2017-04-09 10:32:47,38.1,39.87
2017-04-09 11:02:51,41,40.43
2017-04-09 11:32:54,39.09,40.13
2017-04-09 12:02:57,40.63,39.55
2017-04-09 12:33:00,41.83,40.17
2017-04-09 13:03:04,38.36,39.62
2017-04-09 13:33:07,32.89,37.35
2017-04-09 14:03:10,37.71,37.96
2017-04-09 14:33:13,39.11,39.27
2017-04-09 15:03:16,39.41,39.89
2017-04-09 15:33:20,37,39.5
2017-04-09 16:03:23,33.93,38.02
2017-04-09 16:33:26,32.58,37.15
2017-04-09 17:03:29,33.04,37.07
2017-04-09 17:33:32,31.16,36.95
2017-04-09 18:03:35,29.52,35.97
2017-04-09 18:33:38,28.02,35.32
2017-04-09 19:03:42,27.26,34.94
2017-04-09 19:33:45,26.83,34.66
2017-04-09 20:03:48,26.83,34.49
2017-04-09 20:33:51,26.91,34.43
2017-04-09 21:03:54,27.13,34.4
2017-04-09 21:33:57,27.55,34.54
2017-04-09 22:04:00,27.52,34.61
2017-04-09 22:34:03,27.36,34.6
2017-04-09 23:04:06,27.03,34.84
2017-04-09 23:34:09,27.04,34.69
2017-04-10 00:04:12,26.6,34.7
2017-04-10 00:34:15,26.03,34.7
2017-04-10 01:04:19,25.49,34.66
2017-04-10 01:34:22,24.87,34.37
2017-04-10 02:04:25,24.18,34.01
2017-04-10 02:34:28,23.77,33.65
2017-04-10 03:04:31,23.56,33.65
2017-04-10 03:34:34,23.53,33.56
2017-04-10 04:04:37,23.41,33.51
2017-04-10 04:34:40,23.11,33.49
2017-04-10 05:04:43,22.7,32.99
2017-04-10 05:34:46,22.52,33.38
2017-04-10 06:04:49,22.47,33.3
2017-04-10 06:34:52,23.6,33.3
2017-04-10 07:04:55,26.08,33.84
2017-04-10 07:34:58,27.64,35
2017-04-10 08:05:01,30.29,35.51
2017-04-10 08:35:04,32.84,36.83
2017-04-10 09:05:07,34.52,37.68
2017-04-10 09:35:11,35.97,38.84
2017-04-10 10:05:14,37.67,39.27
2017-04-10 10:35:17,38.96,39.91
2017-04-10 11:05:20,40.1,40.4
2017-04-10 11:35:24,40.99,40.44
2017-04-10 12:05:27,41.92,40.43
2017-04-10 12:35:30,42.4,40.38
2017-04-10 13:05:33,40.28,40.46
2017-04-10 13:35:37,41.21,40.24
2017-04-10 14:05:40,41.9,40.43
2017-04-10 14:35:43,41.87,40.53
2017-04-10 15:05:46,42.03,40.16
2017-04-10 15:35:50,39.91,40.3
2017-04-10 16:05:53,38.3,39.39
2017-04-10 16:35:56,37.04,39.11
2017-04-10 17:05:59,35.11,38.89
2017-04-10 17:36:03,33.2,37.64
2017-04-10 18:06:06,31.18,36.63
2017-04-10 18:36:09,29.26,35.89
2017-04-10 19:06:12,28.19,35.67
2017-04-10 19:36:15,27.44,35.42
2017-04-10 20:06:18,26.84,35.04
2017-04-10 20:36:21,26.39,34.88
2017-04-10 21:06:24,26.14,34.63
2017-04-10 21:36:27,25.86,34.36
2017-04-10 22:06:30,25.97,34.18
2017-04-10 22:36:33,25.95,34.37
2017-04-10 23:06:36,24.98,34.54
2017-04-10 23:36:40,24.97,34.32
2017-04-11 00:06:43,24.15,34.26
2017-04-11 00:36:46,24.57,34.61
2017-04-11 01:06:49,24.52,34.22
2017-04-11 01:36:52,23.42,34.09
2017-04-11 02:06:55,23.13,33.93
2017-04-11 02:36:58,22.79,33.69
2017-04-11 03:07:01,22.28,33.66
2017-04-11 03:37:04,22.48,33.91
2017-04-11 04:07:07,22.82,34.18
2017-04-11 04:37:10,22.74,33.8
2017-04-11 05:07:13,22.59,33.35
2017-04-11 05:37:16,22.51,33.51
2017-04-11 06:07:19,22.85,34
2017-04-11 06:37:22,24.05,34.49
2017-04-11 07:07:25,26.86,34.76
2017-04-11 07:37:28,28.91,35.74
2017-04-11 08:07:31,31.94,36.91
2017-04-11 08:37:34,33.12,37.63
2017-04-11 09:07:38,34.05,38.1
2017-04-11 09:37:41,36.24,38.89
2017-04-11 10:07:44,37.61,39.2
2017-04-11 10:37:47,38.86,40.19
2017-04-11 11:07:50,40.96,40.47
2017-04-11 11:37:54,40.7,40.08
2017-04-11 12:07:57,41.77,40.22
2017-04-11 12:38:00,41.43,40.09
2017-04-11 13:08:03,40.29,40.22
2017-04-11 13:38:07,41.07,40.69
2017-04-11 14:08:10,39.38,39.92
2017-04-11 14:38:13,38.86,39.85
2017-04-11 15:08:16,38.78,39.38
2017-04-11 15:38:20,37.64,39.55
2017-04-11 16:08:23,36.09,39.21
2017-04-11 16:38:26,33.82,38.55
2017-04-11 17:08:29,32.65,37.89
2017-04-11 17:38:32,31.6,37.05
2017-04-11 18:08:35,30.21,36.42
2017-04-11 18:38:39,29.23,35.78
2017-04-11 19:08:42,28.46,35.58
2017-04-11 19:38:45,27.75,35.62
2017-04-11 20:08:48,27.34,35.6
2017-04-11 20:38:51,27.1,35.28
2017-04-11 21:08:54,26.95,35.23
2017-04-11 21:38:57,26.72,35.05
2017-04-11 22:09:00,26.6,34.95
2017-04-11 22:39:03,26.59,34.74
2017-04-11 23:09:06,26.5,35.02
2017-04-11 23:39:09,26.37,34.86
2017-04-12 00:09:12,26.11,34.9
2017-04-12 00:39:15,26.11,34.9
2017-04-12 01:09:19,25.88,34.66
2017-04-12 01:39:22,25.23,34.79
2017-04-12 02:09:25,24.57,34.32
2017-04-12 02:39:28,24.31,34.22
2017-04-12 03:09:31,24.21,34.5
2017-04-12 03:39:34,24.01,34.33
2017-04-12 04:09:37,23.73,34.25
2017-04-12 04:39:40,23.32,33.79
2017-04-12 05:09:43,22.96,33.54
2017-04-12 05:39:46,22.66,33.42
2017-04-12 06:09:49,23.04,33.8
2017-04-12 06:39:52,24.53,34.28
2017-04-12 07:09:55,27.71,34.76
2017-04-12 07:39:58,29.61,35.89
2017-04-12 08:10:01,32.1,36.93
2017-04-12 08:40:04,35.14,37.75
2017-04-12 09:10:08,36.02,38.96
2017-04-12 09:40:11,38.02,39.29
2017-04-12 10:10:14,39,39.95
2017-04-12 10:40:17,39.19,39.6
2017-04-12 11:10:20,40.56,39.81
2017-04-12 11:40:24,40.51,40.05
2017-04-12 12:10:27,41.58,40.31
2017-04-12 12:40:30,42.72,40.19
2017-04-12 13:10:34,41.83,40.34
2017-04-12 13:40:37,39.71,39.92
2017-04-12 14:10:40,37.71,39.63
2017-04-12 14:40:43,38.41,39.38
2017-04-12 15:10:46,37.68,39.29
2017-04-12 15:40:50,37.19,39.06
2017-04-12 16:10:53,35.35,38.9
2017-04-12 16:40:56,33.84,38.06
2017-04-12 17:10:59,32.6,37.96
2017-04-12 17:41:02,30.88,37.14
2017-04-12 18:11:05,29.33,36.38
2017-04-12 18:41:08,28.27,35.72
2017-04-12 19:11:12,27.62,35.54
2017-04-12 19:41:15,27.22,35.58
2017-04-12 20:11:18,26.87,35.21
2017-04-12 20:41:21,26.63,35.18
2017-04-12 21:11:24,26.33,34.98
2017-04-12 21:41:27,26.31,34.69
2017-04-12 22:11:30,26.39,34.63
2017-04-12 22:41:33,26.11,34.54
2017-04-12 23:11:36,26.12,34.49
2017-04-12 23:41:39,25.74,34.66
2017-04-13 00:11:42,25.53,34.4
2017-04-13 00:41:45,25.3,34.6
2017-04-13 01:11:48,25.02,34.47
2017-04-13 01:41:51,25,34.44
2017-04-13 02:11:54,24.86,34.7
2017-04-13 02:41:57,25.04,34.46
2017-04-13 03:12:01,23.84,34.32
2017-04-13 03:42:04,24.05,34.56
2017-04-13 04:12:07,23.66,34.25
2017-04-13 04:42:10,23.16,34.18
2017-04-13 05:12:13,23.32,33.75
2017-04-13 05:42:16,23.09,34.16
2017-04-13 06:12:19,22.62,33.94
2017-04-13 06:42:22,24.09,33.77
2017-04-13 07:12:25,27.78,34.67
2017-04-13 07:42:28,29.55,35.83
2017-04-13 08:12:31,32.51,36.87
2017-04-13 08:42:34,34.49,37.8
2017-04-13 09:12:37,35.83,38.9
2017-04-13 09:42:40,37.55,39.18
2017-04-13 10:12:44,38.81,39.49
2017-04-13 10:42:47,40.54,40.08
2017-04-13 11:12:50,41.07,39.95
2017-04-13 11:42:53,40.09,39.25
2017-04-13 12:12:57,39.91,39.74
2017-04-13 12:43:00,38.32,39.41
2017-04-13 13:13:03,40.06,39.34
2017-04-13 13:43:06,37.69,39.43
2017-04-13 14:13:10,37.01,39.28
2017-04-13 14:43:13,37.74,39.08
2017-04-13 15:13:16,35.67,38.87
2017-04-13 15:43:19,34.57,38.82
2017-04-13 16:13:22,34.05,38.72
2017-04-13 16:43:25,32.71,37.82
2017-04-13 17:13:29,31.32,37.09
2017-04-13 17:43:32,29.87,36.49
2017-04-13 18:13:35,29.25,36.1
2017-04-13 18:43:38,28.43,35.68
2017-04-13 19:13:41,27.29,35.6
2017-04-13 19:43:44,26.97,35.39
2017-04-13 20:13:47,26.94,35.18
2017-04-13 20:43:50,26.72,34.98
2017-04-13 21:13:53,26.59,35.12
2017-04-13 21:43:56,26.16,34.64
2017-04-13 22:13:59,26.04,34.77
2017-04-13 22:44:02,26.11,34.97
2017-04-13 23:14:05,25.86,35.04
2017-04-13 23:44:09,25.99,34.93
2017-04-14 00:14:12,26.19,34.8
2017-04-14 00:44:15,26.3,34.91
2017-04-14 01:14:18,26.57,34.98
2017-04-14 01:44:21,26.44,35.29
2017-04-14 02:14:24,26.53,35.47
2017-04-14 02:44:27,26.11,35.81
2017-04-14 03:14:30,25.15,35.6
2017-04-14 03:44:33,24.95,34.87
2017-04-14 04:14:36,25.13,34.6
2017-04-14 04:44:39,24.89,34.54
2017-04-14 05:14:42,24.66,34.43
2017-04-14 05:44:45,24.64,34.67
2017-04-14 06:14:48,25.02,34.73
2017-04-14 06:44:51,25.85,34.87
2017-04-14 07:14:54,27.06,35.46
2017-04-14 07:44:58,28.59,36.23
2017-04-14 08:15:01,30.06,36.35
2017-04-14 08:45:04,31.5,36.9
2017-04-14 09:15:07,32.52,37.47
2017-04-14 09:45:10,35.82,38.7
2017-04-14 10:15:13,37.64,39.32
2017-04-14 10:45:16,38.6,39.73
2017-04-14 11:15:20,38.85,39.46
2017-04-14 11:45:23,39.69,39.52
2017-04-14 12:15:26,40.82,39.43
2017-04-14 12:45:29,38.73,39.41
2017-04-14 13:15:33,37.03,39.27
2017-04-14 13:45:36,37.42,39.13
2017-04-14 14:15:39,38.05,39.07
2017-04-14 14:45:42,38.94,39.21
2017-04-14 15:15:45,39,39.8
2017-04-14 15:45:49,37.04,39.25
2017-04-14 16:15:52,35.22,38.94
2017-04-14 16:45:55,33.65,38.05
2017-04-14 17:15:58,31.12,37.43
2017-04-14 17:46:01,27.03,35.19
2017-04-14 18:16:04,26.11,34.08
2017-04-14 18:46:07,125,32.74
2017-04-14 19:16:10,125,32.42
2017-04-14 19:46:13,125,32.75
2017-04-14 20:46:20,125,33.41
2017-04-14 21:16:23,125,33.72
2017-04-14 21:46:26,125,34.08
2017-04-14 22:16:29,125,34.28
2017-04-14 22:46:32,125,33.86
2017-04-14 23:16:35,125,34.23
2017-04-14 23:46:38,125,33.96
