DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT
2017-03-17,23:27:57,34.5,46,21.2
2017-03-17,23:32:57,34.5,45,20.8
2017-03-17,23:37:56,34.6,59.1,25.4
2017-03-17,23:42:56,34.6,61.7,26.2
2017-03-17,23:47:56,34.6,45.3,21
2017-03-17,23:52:56,34.7,51.8,23.3
2017-03-17,23:57:56,34.7,45.2,21.1
2017-03-18,00:02:56,34.7,49.6,22.6
2017-03-18,00:07:56,34.8,56.3,24.8
2017-03-18,00:12:56,34.7,55.3,24.4
2017-03-18,00:17:56,34.6,55.1,24.3
2017-03-18,00:22:56,34.6,47,21.6
2017-03-18,00:27:56,34.6,55.7,24.4
2017-03-18,00:32:56,34.8,58.2,25.4
2017-03-18,00:37:56,34.8,57.8,25.3
2017-03-18,00:42:56,34.7,44.4,20.8
2017-03-18,00:47:56,34.8,58.3,25.4
2017-03-18,00:52:56,34.6,53.4,23.7
2017-03-18,00:57:56,34.6,52.8,23.6
2017-03-18,01:02:56,34.6,50,22.7
2017-03-18,01:07:56,34.5,47.7,21.8
2017-03-18,01:12:56,34.6,56.3,24.6
2017-03-18,01:17:56,34.5,55.1,24.2
2017-03-18,01:22:56,34.5,51.6,23.1
2017-03-18,01:27:56,34.5,50.9,22.9
2017-03-18,01:32:56,34.5,44.5,20.7
2017-03-18,01:37:56,34.6,45.4,21.1
2017-03-18,01:42:56,34.8,53,23.8
2017-03-18,01:47:56,34.8,50.6,23
2017-03-18,01:52:56,34.7,44.5,20.8
2017-03-18,01:57:56,34.8,53.6,24
2017-03-18,02:02:56,34.7,43,20.3
2017-03-18,02:07:56,34.7,41.8,19.8
2017-03-18,02:12:56,34.7,49.7,22.6
2017-03-18,02:17:56,34.7,42.3,20
2017-03-18,02:22:56,34.7,48.2,22.1
2017-03-18,02:27:56,34.6,45.6,21.1
2017-03-18,02:32:56,34.6,41.3,19.5
2017-03-18,02:37:56,34.7,49.1,22.4
2017-03-18,02:42:56,34.8,55.1,24.5
2017-03-18,02:47:56,34.6,43.1,20.2
2017-03-18,02:52:56,34.7,42.4,20.1
2017-03-18,02:57:56,34.7,44.2,20.7
2017-03-18,03:02:56,34.6,45.7,21.2
2017-03-18,03:07:56,34.6,48.1,22
2017-03-18,03:12:56,34.6,42.8,20.1
2017-03-18,03:17:56,34.7,47.2,21.8
2017-03-18,03:22:56,34.8,45,21.1
2017-03-18,03:27:56,34.8,52.1,23.5
2017-03-18,03:32:56,34.7,41.2,19.6
2017-03-18,03:37:56,34.7,47.2,21.8
2017-03-18,03:42:56,34.6,41.8,19.7
2017-03-18,03:47:56,34.5,40.3,19.1
2017-03-18,03:52:56,34.7,52.6,23.6
2017-03-18,03:57:56,34.5,39.7,18.8
2017-03-18,04:02:56,34.7,48.3,22.2
2017-03-18,04:07:56,34.6,38.1,18.2
2017-03-18,04:12:56,34.7,48.8,22.3
2017-03-18,04:17:56,34.7,47.1,21.8
2017-03-18,04:22:56,34.6,39.4,18.8
2017-03-18,04:27:56,34.6,44.4,20.7
2017-03-18,04:32:56,34.7,49.5,22.6
2017-03-18,04:37:56,34.7,46.7,21.6
2017-03-18,04:42:56,34.7,55.9,24.6
2017-03-18,04:47:56,34.7,50.2,22.8
2017-03-18,04:52:56,34.8,52.9,23.8
2017-03-18,04:57:56,34.7,43.3,20.4
2017-03-18,05:02:56,34.7,53.2,23.8
2017-03-18,05:07:56,34.6,43.1,20.2
2017-03-18,05:12:56,34.5,41.4,19.5
2017-03-18,05:17:56,34.7,52.6,23.6
2017-03-18,05:22:56,34.7,47.5,21.9
2017-03-18,05:27:56,34.7,43.7,20.5
2017-03-18,05:32:56,34.6,54.4,24.1
2017-03-18,05:37:56,34.6,43.2,20.3
2017-03-18,05:42:56,34.7,46.3,21.5
2017-03-18,05:47:56,34.7,53.3,23.8
2017-03-18,05:52:56,34.6,41.7,19.7
2017-03-18,05:57:56,34.7,54.8,24.3
2017-03-18,06:02:56,34.5,42.8,20
2017-03-18,06:07:56,34.3,39.6,18.6
2017-03-18,06:12:56,34.4,55.5,24.2
2017-03-18,06:17:56,34.5,49.2,22.3
2017-03-18,06:22:56,34.3,46.2,21.1
2017-03-18,06:27:55,34.4,42.1,19.7
2017-03-18,06:32:55,34.5,42.3,19.8
2017-03-18,06:37:55,34.5,38.8,18.5
2017-03-18,06:42:55,34.6,51,23
2017-03-18,06:47:55,34.6,42.6,20
2017-03-18,06:52:55,34.5,45,20.8
2017-03-18,06:57:55,34.5,51.7,23.1
2017-03-18,07:02:55,34.6,51,23
2017-03-18,07:07:55,34.4,51,22.8
2017-03-18,07:12:55,34.4,45.2,20.8
2017-03-18,07:17:55,34.4,40.7,19.1
2017-03-18,07:22:55,34.4,44,20.4
2017-03-18,07:27:55,34.5,54.9,24.1
2017-03-18,07:32:55,34.3,57.8,24.8
2017-03-18,07:37:55,34.1,48,21.5
2017-03-18,07:42:55,34,54.3,23.5
2017-03-18,07:47:55,33.8,50.4,22.1
2017-03-18,07:52:55,34,53.6,23.3
2017-03-18,07:57:55,34.2,55.8,24.1
2017-03-18,08:02:55,34.1,56.1,24.1
2017-03-18,08:07:55,34,47.3,21.2
2017-03-18,08:12:55,34.2,53.7,23.5
2017-03-18,08:17:55,34.3,49.5,22.2
2017-03-18,08:22:55,34.3,51.6,22.9
2017-03-18,08:27:55,34.2,56.3,24.3
2017-03-18,08:32:55,34.1,61.2,25.6
2017-03-18,08:37:55,34.3,65.1,26.8
2017-03-18,08:42:55,34.4,53.7,23.7
2017-03-18,08:47:55,34.4,61.9,26
2017-03-18,08:52:55,34.4,60.3,25.6
2017-03-18,08:57:55,34.4,56.9,24.6
2017-03-18,09:02:55,34.5,61.3,26
2017-03-18,09:07:55,34.4,53.9,23.7
2017-03-18,09:12:55,34.1,65.4,26.7
2017-03-18,09:17:55,34.2,56.5,24.3
2017-03-18,09:22:55,34.2,60.7,25.5
2017-03-18,09:27:55,34.3,56.1,24.3
2017-03-18,09:32:55,34.5,63.1,26.5
2017-03-18,09:37:55,34.5,54.9,24.1
2017-03-18,09:42:55,34.2,54.6,23.7
2017-03-18,09:47:55,34.4,60.4,25.6
2017-03-18,09:52:55,34.4,56.5,24.5
2017-03-18,09:57:55,34.5,58,25
2017-03-18,10:02:55,34.4,52.3,23.2
2017-03-18,10:07:55,34.5,64.2,26.7
2017-03-18,10:12:55,34.4,60.5,25.7
2017-03-18,10:17:55,34.5,59.9,25.6
2017-03-18,10:22:55,34.4,67.1,27.4
2017-03-18,10:27:55,34.4,67.4,27.5
2017-03-18,10:32:55,34.7,65.4,27.3
2017-03-18,10:37:55,34.7,63.8,26.8
2017-03-18,10:42:55,34.7,50.1,22.8
2017-03-18,10:47:55,34.7,50,22.7
2017-03-18,10:52:55,34.9,60,26
2017-03-18,10:57:55,35.1,56.2,25.1
2017-03-18,11:02:55,35.3,51,23.6
2017-03-18,11:07:55,35.4,51.1,23.8
2017-03-18,11:12:55,35.5,52.5,24.3
2017-03-18,11:17:55,35.5,52.2,24.2
2017-03-18,11:22:55,35.4,52.2,24.1
2017-03-18,11:27:55,35.4,52.6,24.2
2017-03-18,11:32:55,35.4,42.4,20.7
2017-03-18,11:37:55,35.5,53.1,24.5
2017-03-18,11:42:55,35.3,53.6,24.5
2017-03-18,11:47:55,35.3,50.8,23.6
2017-03-18,11:52:55,35.5,50.7,23.7
2017-03-18,11:57:55,35.5,44.7,21.6
2017-03-18,12:02:55,35.4,52.6,24.2
2017-03-18,12:07:55,35.5,40.8,20.1
2017-03-18,12:12:55,35.8,44,21.6
2017-03-18,12:17:55,35.8,44.8,21.9
2017-03-18,12:22:55,35.9,39.9,20.1
2017-03-18,12:27:55,36.1,46.7,22.9
2017-03-18,12:32:55,36.1,51.1,24.4
2017-03-18,12:37:55,36.1,56.6,26.1
2017-03-18,12:42:55,36.2,50.7,24.4
2017-03-18,12:47:55,36,54.8,25.5
2017-03-18,12:52:55,35.8,42.6,21.1
2017-03-18,12:57:54,35.9,37.8,19.3
2017-03-18,13:02:54,36,42.1,21.1
2017-03-18,13:07:54,36.1,46,22.6
2017-03-18,13:12:54,36,44.1,21.9
2017-03-18,13:17:54,36,44,21.8
2017-03-18,13:22:54,36.2,46,22.7
2017-03-18,13:27:54,36.3,44.6,22.3
2017-03-18,13:32:54,36.2,41.1,20.9
2017-03-18,13:37:54,36.3,40.8,20.9
2017-03-18,13:42:54,36.2,38.8,20
2017-03-18,13:47:54,36.3,48.3,23.6
2017-03-18,13:52:54,36.3,38.3,19.8
2017-03-18,13:57:54,36.4,49.1,24
2017-03-18,14:02:54,36.4,48.5,23.8
2017-03-18,14:07:54,36.3,47.6,23.4
2017-03-18,14:12:54,36.2,40.6,20.7
2017-03-18,14:17:54,36.1,43.5,21.7
2017-03-18,14:22:54,36,44.2,21.9
2017-03-18,14:27:54,36,39.2,19.9
2017-03-18,14:32:54,36,49.1,23.6
2017-03-18,14:37:54,36.1,47.3,23.1
2017-03-18,14:42:54,36.1,52.1,24.7
2017-03-18,14:47:54,36,43.6,21.7
2017-03-18,14:52:54,35.8,35.9,18.4
2017-03-18,14:57:54,36,51.8,24.5
2017-03-18,15:02:54,36,49.4,23.7
2017-03-18,15:07:54,35.9,41.1,20.6
2017-03-18,15:12:54,35.8,43.9,21.6
2017-03-18,15:17:54,36,46.5,22.7
2017-03-18,15:22:54,36,41.7,21
2017-03-18,15:27:54,36,50.3,24
2017-03-18,15:32:54,36,50.7,24.2
2017-03-18,15:37:54,36.1,50.7,24.3
2017-03-18,15:42:54,36.2,51.6,24.6
2017-03-18,15:47:54,36.1,43.5,21.7
2017-03-18,15:52:54,36.1,40.7,20.6
2017-03-18,15:57:54,36.1,42.7,21.4
2017-03-18,16:02:54,36,43.9,21.8
2017-03-18,16:07:54,35.8,40.2,20.2
2017-03-18,16:12:54,35.9,41.3,20.7
2017-03-18,16:17:54,35.9,47.9,23.1
2017-03-18,16:22:54,35.8,43.5,21.5
2017-03-18,16:27:54,35.8,44.5,21.8
2017-03-18,16:32:54,35.7,44.1,21.6
2017-03-18,16:37:54,35.7,40.8,20.3
2017-03-18,16:42:54,35.8,47.3,22.8
2017-03-18,16:47:54,35.8,53.2,24.8
2017-03-18,16:52:54,35.9,61.5,27.3
2017-03-18,16:57:54,35.8,53.1,24.8
2017-03-18,17:02:54,35.7,56.4,25.7
2017-03-18,17:07:54,35.5,59.7,26.5
2017-03-18,17:12:54,35.3,57.3,25.6
2017-03-18,17:17:54,35.3,57.5,25.6
2017-03-18,17:22:54,35.2,54.1,24.5
2017-03-18,17:27:54,35,54,24.3
2017-03-18,17:32:54,34.8,63.4,26.8
2017-03-18,17:37:54,34.7,59.7,25.7
2017-03-18,17:42:54,34.7,52.3,23.5
2017-03-18,17:47:54,34.7,60.7,26
2017-03-18,17:52:54,34.7,53.1,23.7
2017-03-18,17:57:54,34.8,57.1,25.1
2017-03-18,18:02:54,34.9,56.8,25.1
2017-03-18,18:07:54,34.9,56,24.8
2017-03-18,18:12:54,34.9,57.5,25.3
2017-03-18,18:17:54,34.6,58.7,25.3
2017-03-18,18:22:53,34.6,58.9,25.4
2017-03-18,18:27:53,34.6,56.2,24.6
2017-03-18,18:32:53,34.8,56.5,24.9
2017-03-18,18:37:53,34.9,51.1,23.3
2017-03-18,18:42:53,34.9,55.2,24.6
2017-03-18,18:47:53,34.8,56.6,24.9
2017-03-18,18:52:53,34.7,54.7,24.2
2017-03-18,18:57:53,34.6,52.8,23.6
2017-03-18,19:02:53,34.5,54.5,24
2017-03-18,19:07:53,34.4,52.3,23.2
2017-03-18,19:12:53,34.4,54.5,23.9
2017-03-18,19:17:53,34.4,51.8,23.1
2017-03-18,19:22:53,34.4,58,24.9
2017-03-18,19:27:53,34.3,50.5,22.5
2017-03-18,19:32:53,34.4,54.9,24
2017-03-18,19:37:53,34.4,51.4,22.9
2017-03-18,19:42:53,34.5,48,21.9
2017-03-18,19:47:53,34.4,52.9,23.4
2017-03-18,19:52:53,34.5,50.9,22.9
2017-03-18,19:57:53,34.5,49.9,22.5
2017-03-18,20:02:53,34.4,51.4,22.9
2017-03-18,20:07:53,34.4,53.5,23.6
2017-03-18,20:12:53,34.4,49.8,22.4
2017-03-18,20:17:53,34.7,52.2,23.5
2017-03-18,20:22:53,34.8,49.6,22.7
2017-03-18,20:27:53,34.8,52.4,23.6
2017-03-18,20:32:53,34.8,52.3,23.6
2017-03-18,20:37:53,34.8,53.2,23.9
2017-03-18,20:42:53,35,50,23
2017-03-18,20:47:53,35.1,47.8,22.4
2017-03-18,20:52:53,35.1,47.7,22.3
2017-03-18,20:57:53,35,48.8,22.6
2017-03-18,21:02:53,35,51.2,23.4
2017-03-18,21:07:53,35,54.9,24.6
2017-03-18,21:12:53,35,54.3,24.4
2017-03-18,21:17:53,35,48.2,22.4
2017-03-18,21:22:53,35,54.9,24.6
2017-03-18,21:27:53,34.9,46.1,21.6
2017-03-18,21:32:53,34.9,50.3,23
2017-03-18,21:37:53,34.9,52.1,23.6
2017-03-18,21:42:53,34.8,54.4,24.2
2017-03-18,21:47:53,34.8,47.5,22
2017-03-18,21:52:53,34.7,47.5,21.9
2017-03-18,21:57:53,34.8,56.1,24.8
2017-03-18,22:02:53,34.7,49,22.4
2017-03-18,22:07:53,34.7,54.6,24.2
2017-03-18,22:12:53,34.8,52.2,23.6
2017-03-18,22:17:53,34.8,52.6,23.7
2017-03-18,22:22:53,34.8,50.3,22.9
2017-03-18,22:27:53,34.8,48.2,22.2
2017-03-18,22:32:53,34.8,47.8,22.1
2017-03-18,22:37:53,34.9,47,21.9
2017-03-18,22:42:53,34.9,46.6,21.8
2017-03-18,22:47:53,34.9,50.7,23.2
2017-03-18,22:52:53,34.8,47.6,22
2017-03-18,22:57:53,34.8,51.9,23.5
2017-03-18,23:02:53,34.8,52.3,23.6
2017-03-18,23:07:53,34.8,49.1,22.5
2017-03-18,23:12:53,34.6,51.6,23.2
2017-03-18,23:17:53,34.7,57.4,25
2017-03-18,23:22:53,34.6,45.5,21.1
2017-03-18,23:27:53,34.6,53.3,23.7
2017-03-18,23:32:53,34.7,55.8,24.6
2017-03-18,23:37:53,34.6,52.9,23.6
2017-03-18,23:42:53,34.4,50.6,22.7
2017-03-18,23:47:53,34.4,48.7,22
2017-03-18,23:52:53,34.4,49.6,22.3
2017-03-18,23:57:53,34.5,47.6,21.8
2017-03-19,00:02:53,34.5,47.7,21.8
2017-03-19,00:07:53,34.4,45.4,20.9
2017-03-19,00:12:53,34.5,52.1,23.2
2017-03-19,00:17:53,34.5,47.5,21.7
2017-03-19,00:22:53,34.5,54,23.8
2017-03-19,00:27:53,34.6,57.8,25.1
2017-03-19,00:32:53,34.5,48.5,22.1
2017-03-19,00:37:53,34.5,46,21.2
2017-03-19,00:42:53,34.4,44.3,20.5
2017-03-19,00:47:53,34.4,43.9,20.3
2017-03-19,00:52:52,34.4,50.9,22.8
2017-03-19,00:57:52,34.4,43.8,20.3
2017-03-19,01:02:52,34.4,44.9,20.7
2017-03-19,01:07:52,34.6,47.4,21.8
2017-03-19,01:12:52,34.6,48.1,22
2017-03-19,01:17:52,34.7,47.3,21.8
2017-03-19,01:22:52,34.7,44.1,20.7
2017-03-19,01:27:52,34.7,49.3,22.5
2017-03-19,01:32:52,34.6,45.7,21.2
2017-03-19,01:37:52,34.6,56.3,24.6
2017-03-19,01:42:52,34.5,47.2,21.6
2017-03-19,01:47:52,34.5,44.1,20.5
2017-03-19,01:52:52,34.4,45.7,21
2017-03-19,01:57:52,34.5,50.3,22.7
2017-03-19,02:02:52,34.6,50,22.7
2017-03-19,02:07:52,34.5,42.7,20
2017-03-19,02:12:52,34.5,45.3,20.9
2017-03-19,02:17:52,34.5,48.7,22.1
2017-03-19,02:22:52,34.5,50.6,22.8
2017-03-19,02:27:52,34.3,42.2,19.6
2017-03-19,02:32:52,34.4,42.2,19.7
2017-03-19,02:37:52,34.5,39.7,18.8
2017-03-19,02:42:52,34.5,40.7,19.2
2017-03-19,02:47:52,34.6,40.5,19.2
2017-03-19,02:52:52,34.6,43.4,20.3
2017-03-19,02:57:52,34.4,42.4,19.8
2017-03-19,03:02:52,34.5,40.6,19.2
2017-03-19,03:07:52,34.6,39.7,18.9
2017-03-19,03:12:52,34.6,51.6,23.2
2017-03-19,03:17:52,34.6,49.6,22.5
2017-03-19,03:22:52,34.6,49.8,22.6
2017-03-19,03:27:52,34.4,42.6,19.9
2017-03-19,03:32:52,34.5,49.9,22.5
2017-03-19,03:37:52,34.6,53.7,23.8
2017-03-19,03:42:52,34.6,40.9,19.4
2017-03-19,03:47:52,34.6,44,20.6
2017-03-19,03:52:52,34.6,41.8,19.7
2017-03-19,03:57:52,34.8,49.4,22.6
2017-03-19,04:02:52,34.7,41,19.5
2017-03-19,04:07:52,34.7,43.7,20.5
2017-03-19,04:12:52,34.6,51.5,23.1
2017-03-19,04:17:52,34.5,41.7,19.6
2017-03-19,04:22:52,34.7,49.6,22.6
2017-03-19,04:27:52,34.4,41.1,19.3
2017-03-19,04:32:52,34.6,47.3,21.7
2017-03-19,04:37:52,34.5,37,17.7
2017-03-19,04:42:52,34.5,42.7,20
2017-03-19,04:47:52,34.6,38.7,18.5
2017-03-19,04:52:52,34.6,43.7,20.5
2017-03-19,04:57:52,34.6,42,19.8
2017-03-19,05:02:52,34.7,43.2,20.4
2017-03-19,05:07:52,34.6,42,19.8
2017-03-19,05:12:52,34.6,46.7,21.5
2017-03-19,05:17:52,34.6,45.1,21
2017-03-19,05:22:52,34.5,39.9,18.9
2017-03-19,05:27:52,34.6,48.9,22.3
2017-03-19,05:32:52,34.5,43.1,20.1
2017-03-19,05:37:52,34.2,46.6,21.1
2017-03-19,05:42:52,34.3,39.4,18.5
2017-03-19,05:47:52,34.5,39.2,18.6
2017-03-19,05:52:52,34.5,39.7,18.8
2017-03-19,05:57:52,34.6,43.6,20.4
2017-03-19,06:02:52,34.9,51,23.3
2017-03-19,06:07:52,34.7,39.5,18.9
2017-03-19,06:12:52,34.7,37.3,18
2017-03-19,06:17:52,34.6,41.8,19.7
2017-03-19,06:22:52,34.6,47.5,21.8
2017-03-19,06:27:52,34.5,41.3,19.5
2017-03-19,06:32:52,34.5,37.4,17.9
2017-03-19,06:37:52,34.5,39.8,18.9
2017-03-19,06:42:52,34.6,50.9,23
2017-03-19,06:47:52,34.5,48.2,22
2017-03-19,06:52:52,34.3,42.1,19.6
2017-03-19,06:57:52,34.4,40.6,19.1
2017-03-19,07:02:52,34.4,39.6,18.7
2017-03-19,07:07:52,34.4,39,18.4
2017-03-19,07:12:52,34.4,38.2,18.1
2017-03-19,07:17:52,34.4,45.9,21.1
2017-03-19,07:22:52,34.2,40.6,18.9
2017-03-19,07:27:52,34.1,42.3,19.5
2017-03-19,07:32:52,34.4,55.7,24.3
2017-03-19,07:37:52,34.3,40.1,18.8
2017-03-19,07:42:51,34.4,49.6,22.3
2017-03-19,07:47:51,34.3,48.7,21.9
2017-03-19,07:52:51,34.3,53.4,23.5
2017-03-19,07:57:51,34.3,45.2,20.7
2017-03-19,08:02:51,34.2,48.7,21.9
2017-03-19,08:07:51,34.4,51.9,23.1
2017-03-19,08:12:51,34.4,54.3,23.8
2017-03-19,08:17:51,34.3,48.1,21.7
2017-03-19,08:22:51,34.4,59.6,25.4
2017-03-19,08:27:51,34.4,56.7,24.6
2017-03-19,08:32:51,34.5,56,24.4
2017-03-19,08:37:51,34.5,51.8,23.1
2017-03-19,08:42:51,34.5,49.6,22.4
2017-03-19,08:47:51,34.5,55.6,24.3
2017-03-19,08:52:51,34.2,60.6,25.5
2017-03-19,08:57:51,34.2,62.4,26
2017-03-19,09:02:51,34.1,58,24.7
2017-03-19,09:07:51,34.2,54.9,23.8
2017-03-19,09:12:51,34.2,63.4,26.3
2017-03-19,09:17:51,34.3,59.7,25.3
2017-03-19,09:22:51,34.3,65.4,26.9
2017-03-19,09:27:51,34.4,59.6,25.4
2017-03-19,09:32:51,34.4,57.7,24.9
2017-03-19,09:37:51,34.3,62.1,26
2017-03-19,09:42:51,34.2,61.6,25.8
2017-03-19,09:47:51,34.3,65.8,27
2017-03-19,09:52:51,34.5,60.6,25.8
2017-03-19,09:57:51,34.7,59.8,25.7
2017-03-19,10:02:51,34.7,48.8,22.3
2017-03-19,10:07:51,34.7,56.5,24.8
2017-03-19,10:12:51,34.9,55,24.5
2017-03-19,10:17:51,35,53.5,24.1
2017-03-19,10:22:51,35.1,56.9,25.3
2017-03-19,10:27:51,35,58.1,25.5
2017-03-19,10:32:51,34.8,64.7,27.2
2017-03-19,10:37:51,34.7,53.5,23.9
2017-03-19,10:42:51,34.8,50,22.8
2017-03-19,10:47:51,35,60.4,26.2
2017-03-19,10:52:51,34.8,64.1,27
2017-03-19,10:57:51,34.8,66.4,27.6
2017-03-19,11:02:51,34.9,58.9,25.7
2017-03-19,11:07:51,35.1,57.1,25.3
2017-03-19,11:12:51,35.1,46.1,21.8
2017-03-19,11:17:51,35.1,47.3,22.2
2017-03-19,11:22:51,35.2,51.9,23.8
2017-03-19,11:27:51,35.1,44.4,21.2
2017-03-19,11:32:51,35.2,50.8,23.5
2017-03-19,11:37:51,35.3,50.3,23.4
2017-03-19,11:42:51,35.3,44.5,21.4
2017-03-19,11:47:51,35.4,52,24
2017-03-19,11:52:51,35.5,43.2,21.1
2017-03-19,11:57:51,35.5,43.6,21.2
2017-03-19,12:02:51,35.5,51.4,23.9
2017-03-19,12:07:51,35.6,49.2,23.3
2017-03-19,12:12:51,35.6,54.9,25.1
2017-03-19,12:17:51,35.5,49.7,23.4
2017-03-19,12:22:51,35.5,55.2,25.1
2017-03-19,12:27:51,35.5,46.7,22.4
2017-03-19,12:32:51,35.4,52.7,24.3
2017-03-19,12:37:51,35.4,51.1,23.8
2017-03-19,12:42:51,35.4,48,22.7
2017-03-19,12:47:51,35.5,41.1,20.3
2017-03-19,12:52:51,35.7,43.1,21.2
2017-03-19,12:57:51,36,55.1,25.6
2017-03-19,13:02:51,35.9,41.1,20.6
2017-03-19,13:07:51,35.7,39,19.6
2017-03-19,13:12:51,35.7,40.8,20.3
2017-03-19,13:17:51,35.8,44,21.6
